dex,name,type_1,type_2,total,hp,attack,defense,sp_atk,sp_def,speed,height_m,weight_kgs,bmi,is_legendary,is_mythical,is_paradox,is_ultra_beast,is_special,category,generation,has_bug,has_dark,has_dragon,has_electric,has_fairy,has_fighting,has_fire,has_flying,has_ghost,has_grass,has_ground,has_ice,has_normal,has_poison,has_psychic,has_rock,has_steel,has_water,is_dual_type,idx1,idx2,def_type,defense_score,eff_atk,eff_def,eff_spd,eff_atk_s,eff_def_s,eff_spd_s,bst_score,offensive_rating,defensive_rating,total_rating,tier,role
565,Carracosta,Water,Rock,495,74,108,133,83,65,32,1.2,81,56.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3,13,Water/Rock,30.76923076923077,108,6880.408418110076,0.3384615384615385,0.5,0.10792797518604041,0.22564102564102564,14.449472994046323,35.512425460547185,29.270513629280522,32.39146954491385,F,Balanced
567,Archeops,Rock,Flying,567,75,140,65,112,65,110,1.4,32,16.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,13,10,Flying/Rock,38.46153846153847,140,4875,0.6634615384615384,0.6481481481481481,0.07647058823529412,0.4423076923076923,20.74964863514141,51.26830122438223,38.0122931801389,44.64029720226056,D,Offensive
569,Garbodor,Poison,NA,474,80,95,82,60,82,75,1.9,107.3,29.7,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,8,NA,Poison,50,95,6560,0.3798076923076923,0.4398148148148148,0.10290196078431373,0.2532051282051282,14.727503290555932,34.61628257662934,34.83603923826835,34.72616090744884,F,Balanced
571,ZoroarkHisuian Zoroark,Normal,Ghost,510,55,100,60,125,60,110,1.6,73,28.5,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,14,Normal/Ghost,61.53846153846154,125,3300,0.6634615384615384,0.5787037037037037,0.05176470588235294,0.4423076923076923,14.17374775096818,42.46083171275802,37.34986137590534,39.90534654433168,D,Balanced
571,Zoroark,Dark,NA,510,60,105,60,120,60,105,1.6,81.1,31.7,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,16,NA,Dark,33.33333333333333,120,3600,0.6169871794871794,0.5555555555555556,0.05647058823529412,0.41132478632478625,13.4951265131967,40.372411581070004,28.183753964177093,34.27808277262355,F,Offensive
573,Cinccino,Normal,NA,470,75,95,60,65,60,115,0.5,7.5,30,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,1,NA,Normal,33.33333333333333,95,4500,0.7099358974358975,0.4398148148148148,0.07058823529411765,0.47329059829059833,13.4951265131967,38.472074728380214,27.828133049144412,33.15010388876232,F,Offensive
576,Gothitelle,Psychic,NA,490,70,55,95,95,110,65,1.5,44,19.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,11,NA,Psychic,16.666666666666664,95,7155.7669050913055,0.3701923076923077,0.4398148148148148,0.11224732400143224,0.2467948717948718,17.759444378215203,37.550449689745165,28.092269043138465,32.82135936644181,F,Balanced
579,Reuniclus,Psychic,NA,490,110,65,75,125,85,30,1,20.1,20.1,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,11,NA,Psychic,16.666666666666664,125,8782.795682469223,0.33653846153846156,0.5787037037037037,0.1377693440387329,0.22435897435897437,16.29333600183721,39.8656785617961,28.072022480989023,33.96885052139256,F,Offensive
581,Swanna,Water,Flying,473,75,87,63,87,63,98,1.3,24.2,14.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,10,Water/Flying,53.84615384615385,104.39999999999999,4725,0.551923076923077,0.4833333333333333,0.07411764705882352,0.367948717948718,13.281359119292462,37.05683423241463,34.11402880255038,35.585431517482505,D,Balanced
584,Vanilluxe,Ice,NA,535,71,95,85,110,95,79,1.3,57.5,34,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,6,NA,Ice,0,110,6380.131268242057,0.3836538461538461,0.5092592592592593,0.10008049048222833,0.25576923076923075,18.50280618625002,40.519528445382704,23.960293513379057,32.23991097938088,F,Offensive
586,Sawsbuck,Normal,Grass,475,80,100,70,60,70,95,1.9,92.5,25.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,5,Normal/Grass,23.076923076923077,100,5600,0.5240384615384616,0.46296296296296297,0.08784313725490196,0.3493589743589744,14.86735246818535,37.66791556521904,26.6764424631577,32.17217901418837,F,Offensive
587,Emolga,Electric,Flying,428,55,75,60,75,60,103,0.4,5,31.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,10,Electric/Flying,61.53846153846154,90,3300,0.5983974358974359,0.4166666666666667,0.05176470588235294,0.3989316239316239,9.047257029221848,31.432204238874938,31.251148431936784,31.34167633540586,F,Balanced
589,Escavalier,Bug,Steel,495,70,135,105,60,105,20,1,33,33,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,12,17,Bug/Steel,84.61538461538461,135,7350,0.3269230769230769,0.625,0.11529411764705882,0.21794871794871795,17.759444378215203,42.43197831486679,49.661118586360004,46.0465484506134,C,Balanced
591,Amoonguss,Grass,Poison,464,114,85,70,85,80,30,0.6,10.5,29.2,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,5,8,Grass/Poison,38.46153846153847,102,8530.978841844586,0.33653846153846156,0.4722222222222222,0.1338192759505033,0.22435897435897437,12.315619827928474,32.66981753491355,29.899077322535426,31.284447428724487,F,Balanced
593,Jellicent,Water,Ghost,480,100,60,70,85,105,60,2.2,135,27.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,14,Water/Ghost,61.53846153846154,85,8573.214099741124,0.36538461538461536,0.39351851851851855,0.13448178979986078,0.24358974358974358,15.574430642031121,34.03303078253969,39.62464316987736,36.82883697620852,D,Balanced
594,Alomomola,Water,NA,470,165,75,80,40,45,65,1.2,31.6,21.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,3,NA,Water,41.66666666666667,75,9900,0.3701923076923077,0.3472222222222222,0.15529411764705883,0.2467948717948718,17.02229932753364,34.29380762315958,35.33269148439639,34.813249553777986,F,Balanced
596,Galvantula,Bug,Electric,472,70,77,60,97,60,108,0.8,14.3,22.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,4,Electric/Bug,46.15384615384615,97,4200,0.6448717948717949,0.44907407407407407,0.06588235294117648,0.42991452991452994,12.188133226097385,36.373598283915385,30.30990798728391,33.341753135599646,F,Balanced
598,Ferrothorn,Grass,Steel,489,74,94,131,54,116,20,1,110,110,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,5,17,Grass/Steel,84.61538461538461,94,9122.132206891107,0.3269230769230769,0.4351851851851852,0.14309226991201737,0.21794871794871795,17.759444378215203,36.904322784012095,49.18938535183012,43.0468540679211,D,Defensive
601,Klinklang,Steel,NA,520,60,100,115,70,85,90,0.6,81,225,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,17,NA,Steel,100,100,5932.115979985556,0.4775641025641026,0.46296296296296297,0.09305279968604793,0.3183760683760684,20,42.088231328030815,55.01104497024293,48.54963814913687,C,Defensive
604,Eelektross,Electric,NA,515,85,115,80,105,80,50,2.1,80.5,18.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4,NA,Electric,41.66666666666667,132,6800,0.3557692307692308,0.6111111111111112,0.10666666666666667,0.2371794871794872,16.583817234821396,41.24945826046242,35.31048390148807,38.279971080975244,D,Balanced
606,Beheeyem,Psychic,NA,485,75,75,75,125,95,40,1,34.5,34.5,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,11,NA,Psychic,16.666666666666664,125,6330.7286310503,0.34615384615384615,0.5787037037037037,0.09930554715373019,0.23076923076923075,14.17374775096818,37.669153683463215,25.02930310487993,31.349228394171572,F,Offensive
609,Chandelure,Ghost,Fire,520,60,55,90,145,90,80,1,34.3,34.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14,2,Fire/Ghost,61.53846153846154,145,5400,0.38461538461538464,0.6712962962962963,0.08470588235294117,0.25641025641025644,22.240555621784797,49.041525958637486,46.762813037571625,47.902169498104556,C,Balanced
612,Haxorus,Dragon,NA,540,76,147,90,60,70,97,1.8,105.5,32.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,15,NA,Dragon,33.33333333333333,147,6032.312989227266,0.5426282051282051,0.6805555555555556,0.09462451747807477,0.36175213675213674,24.42556935796888,54.092034411555275,40.779891110776006,47.43596276116564,C,Offensive
614,Beartic,Ice,NA,505,95,130,80,70,80,50,2.6,260,38.5,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,6,NA,Ice,0,130,7600,0.3557692307692308,0.6018518518518519,0.1192156862745098,0.2371794871794872,17.759444378215203,42.222601743725505,24.23173195991455,33.22716685182003,F,Offensive
615,Cryogonal,Ice,NA,515,80,50,50,95,135,105,1.1,148,122.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,6,NA,Ice,0,95,6572.670690061994,0.6169871794871794,0.4398148148148148,0.1031007167068548,0.41132478632478625,22.240555621784797,45.92539923826524,27.353861711638203,36.63963047495172,D,Offensive
617,Accelgor,Bug,NA,495,80,70,40,100,60,145,0.8,25.3,39.5,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,12,NA,Bug,25,100,3919.1835884530847,0.9887820512820513,0.46296296296296297,0.061477389622793484,0.6591880341880342,16.29333600183721,46.37160204897568,28.046571130562032,37.20908658976886,D,Offensive
618,Stunfisk,Ground,Electric,471,109,66,84,81,99,32,0.7,11,22.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9,4,Electric/Ground,38.46153846153847,81,9939.939436435214,0.3384615384615385,0.375,0.15592061861074846,0.22564102564102564,13.4951265131967,31.096034840245807,31.025682898316205,31.060858869281006,F,Balanced
618,StunfiskGalarian Stunfisk,Ground,Steel,471,109,81,99,66,84,32,0.7,20.5,41.8,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,9,17,Ground/Steel,76.92307692307693,81,9939.939436435214,0.3384615384615385,0.375,0.15592061861074846,0.22564102564102564,13.4951265131967,31.096034840245807,42.564144436777745,36.83008963851178,D,Defensive
620,Mienshao,Fighting,NA,510,65,125,60,95,60,105,1.4,35.5,18.1,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,7,NA,Fighting,25,125,3900,0.6169871794871794,0.5787037037037037,0.0611764705882353,0.41132478632478625,14.86735246818535,42.46731727462074,27.30780998452522,34.88756362957298,F,Offensive
621,Druddigon,Dragon,NA,485,77,120,90,60,90,48,1.6,139,54.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,15,NA,Dragon,33.33333333333333,120,6930,0.3538461538461538,0.5555555555555556,0.10870588235294118,0.23589743589743586,16.29333600183721,39.27377642415999,32.23561051164113,35.75469346790056,D,Balanced
623,Golurk,Ground,Ghost,483,89,124,80,55,80,55,2.8,330,42.1,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9,14,Ground/Ghost,38.46153846153847,124,7120,0.3605769230769231,0.5740740740740741,0.11168627450980392,0.2403846153846154,16.72962492632655,40.39119556483837,34.39300149746783,37.392098531153096,D,Balanced
626,Bouffalant,Normal,NA,490,95,110,95,40,95,55,1.6,94.6,37,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,1,NA,Normal,33.33333333333333,110,9025,0.3605769230769231,0.5092592592592593,0.1415686274509804,0.2403846153846154,20,41.89642031171443,36.45320261437908,39.17481146304675,D,Balanced
628,BraviaryHisuian Braviary,Psychic,Flying,510,110,83,70,112,70,65,1.7,43.4,15,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,11,10,Flying/Psychic,23.076923076923077,112,7700,0.3701923076923077,0.5185185185185185,0.1207843137254902,0.2467948717948718,16.583817234821396,38.78715559580681,29.516828798421194,34.151992197114,F,Balanced
628,Braviary,Normal,Flying,510,100,123,75,57,75,80,1.5,41,18.2,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,10,Normal/Flying,38.46153846153847,123,7500,0.38461538461538464,0.5694444444444444,0.11764705882352941,0.25641025641025644,20.44992407787419,44.39298591799486,38.2285816947671,41.31078380638098,D,Balanced
630,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,1.2,39.5,27.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16,10,Flying/Dark,38.46153846153847,65,10986.241395490999,0.38461538461538464,0.30092592592592593,0.17233319836064312,0.25641025641025644,20.74964863514141,36.9652717569292,38.22966248981394,37.59746712337157,D,Balanced
631,Heatmor,Fire,NA,484,85,97,66,105,66,65,1.4,58,29.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,NA,Fire,50,121.19999999999999,5610,0.3701923076923077,0.561111111111111,0.088,0.2467948717948718,13.254758053615102,36.53916831002535,33.73342472028177,35.13629651515356,D,Balanced
632,Durant,Bug,Steel,484,58,109,112,48,48,109,0.3,33,366.7,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,12,17,Bug/Steel,84.61538461538461,109,4252.63024491902,0.6541666666666667,0.5046296296296297,0.06670792541049443,0.4361111111111111,17.90768361702699,43.913486725045516,47.92106698927202,45.91727685715877,C,Balanced
635,Hydreigon,Dark,Dragon,600,92,105,90,125,90,98,1.8,160,49.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16,15,Dragon/Dark,38.46153846153847,125,8280,0.551923076923077,0.5787037037037037,0.12988235294117648,0.367948717948718,26.5048734868033,53.4760479463307,44.6327337180753,49.054390832203,C,Balanced
637,Volcarona,Bug,Fire,550,85,60,65,135,105,100,1.6,46,18,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,2,Fire/Bug,46.15384615384615,135,7022.15244778978,0.5705128205128205,0.625,0.11015141094572205,0.3803418803418803,25.826252249031818,54.365365842911274,46.06603995788299,50.21570290039713,C,Balanced
638,Cobalion,Steel,Fighting,580,91,90,129,90,72,108,2.1,250,56.7,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,17,7,Fighting/Steel,76.92307692307693,108,8770.05860869812,0.6448717948717949,0.5,0.13756954680310776,0.42991452991452994,28.18982791992364,54.33319391869101,57.5684201201213,55.950807019406156,B,Balanced
639,Terrakion,Rock,Fighting,580,91,129,90,72,90,108,1.9,260,72,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,13,7,Fighting/Rock,23.076923076923077,129,8190,0.6448717948717949,0.5972222222222222,0.12847058823529411,0.42991452991452994,28.18982791992364,57.1952668339508,41.77953229398096,49.48739956396588,C,Offensive
640,Virizion,Grass,Fighting,580,91,90,72,90,129,108,2,200,50,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,7,Grass/Fighting,23.076923076923077,108,8770.05860869812,0.6448717948717949,0.5,0.13756954680310776,0.42991452991452994,28.18982791992364,54.33319391869101,41.41457396627515,47.873883942483076,C,Offensive
641,TornadusIncarnate Forme,Flying,NA,580,79,115,70,125,80,111,1.5,63,28,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 5,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,10,NA,Flying,41.66666666666667,144,5911.8186711028275,0.6727564102564102,0.6666666666666666,0.09273441052710317,0.44850427350427347,24.992258978737173,56.31276800600236,43.71788483138765,50.015326418695004,C,Offensive
641,TornadusTherian Forme,Flying,NA,580,79,100,80,110,90,121,1.4,63,32.1,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 5,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,10,NA,Flying,41.66666666666667,126,6703.372285648471,0.7657051282051281,0.5833333333333334,0.10515093781409367,0.5104700854700854,26.63867707007281,57.02086474823942,45.16229957761106,51.091582162925235,C,Offensive
642,ThundurusTherian Forme,Electric,Flying,580,79,105,70,145,80,101,3,61,6.8,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,10,Electric/Flying,61.53846153846154,145,5911.8186711028275,0.5798076923076924,0.6712962962962963,0.09273441052710317,0.38653846153846155,23.70666399816279,53.678882427137374,48.42160609012951,51.05024425863344,C,Balanced
642,ThundurusIncarnate Forme,Electric,Flying,580,79,115,70,125,80,111,1.5,61,27.1,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,10,Electric/Flying,61.53846153846154,144,5911.8186711028275,0.6727564102564102,0.6666666666666666,0.09273441052710317,0.44850427350427347,24.992258978737173,56.31276800600236,49.67942329292612,52.99609564946424,C,Balanced
643,Reshiram,Dragon,Fire,680,100,120,100,150,120,90,3.2,330,32.2,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15,2,Fire/Dragon,46.15384615384615,150,10954.451150103323,0.4775641025641026,0.6944444444444444,0.171834527844758,0.3183760683760684,33.55564201693659,63.06100815836412,55.69249119803129,59.376749678197704,B,Balanced
644,Zekrom,Dragon,Electric,680,100,150,120,120,100,90,2.9,345,41,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15,4,Electric/Dragon,46.15384615384615,150,10954.451150103323,0.4775641025641026,0.6944444444444444,0.171834527844758,0.3183760683760684,33.55564201693659,63.06100815836412,55.69249119803129,59.376749678197704,B,Balanced
645,LandorusIncarnate Forme,Ground,Flying,600,89,125,90,115,80,101,1.5,68,30.2,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9,10,Ground/Flying,46.15384615384615,144,7551.900423072328,0.5798076923076924,0.6666666666666666,0.1184611831070169,0.38653846153846155,27.684380172071528,57.672070347636705,48.37360241279378,53.02283638021524,C,Balanced
645,LandorusTherian Forme,Ground,Flying,600,89,145,90,105,80,91,1.3,68,40.2,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9,10,Ground/Flying,46.15384615384615,145,7551.900423072328,0.48685897435897435,0.6712962962962963,0.1184611831070169,0.3245726495726496,26.5048734868033,55.14427306407788,47.221873505303336,51.18307328469061,C,Balanced
646,KyuremWhite Kyurem,Dragon,Ice,700,125,120,90,170,100,95,3.6,325,25.1,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15,6,Ice/Dragon,15.384615384615385,170,11858.541225631421,0.5240384615384616,0.7870370370370371,0.1860163329510811,0.3493589743589744,35.01786567250334,68.12969016593632,48.81986450093613,58.47477733343622,B,Offensive
646,KyuremBlack Kyurem,Dragon,Ice,700,125,170,100,120,90,95,3.3,325,29.8,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15,6,Ice/Dragon,15.384615384615385,170,11858.541225631421,0.5240384615384616,0.7870370370370371,0.1860163329510811,0.3493589743589744,35.01786567250334,68.12969016593632,48.81986450093613,58.47477733343622,B,Offensive
