dex,name,type_1,type_2,total,hp,attack,defense,sp_atk,sp_def,speed,height_m,weight_kgs,bmi,is_legendary,is_special,category,generation,is_dual_type,idx1,idx2,def_type,defensive_score,eff_atk,eff_def,eff_spd,eff_atk_s,eff_def_s,eff_spd_s,bst_score,offensive_rating,defensive_rating,tier,role
555,Galarian Darmanitan Standard Mode,Ice,NA,480,105,140,55,30,55,95,1.7,120,41.5,FALSE,FALSE,Regular,Gen 5,FALSE,6,NA,Ice,17.850000000000005,140,5775,0.5240384615384616,0.6481481481481481,0.24936973835403053,0.3493589743589744,20,49.32527825918402,35.228762609385626,B,Offensive
555,Galarian Darmanitan Zen Mode,Ice,Fire,540,105,160,55,30,55,135,1.7,120,41.5,FALSE,FALSE,Regular,Gen 5,TRUE,6,2,Fire/Ice,22.750000000000007,160,5775,0.8958333333333333,0.7407407407407407,0.24936973835403053,0.5972222222222222,28.437980105000157,66.4897540906799,45.69229826994133,S,Offensive
555,Darmanitan Standard Mode,Fire,NA,480,105,140,55,30,55,95,1.3,92.9,55,FALSE,FALSE,Regular,Gen 5,FALSE,2,NA,Fire,36.05,140,5775,0.5240384615384616,0.6481481481481481,0.24936973835403053,0.3493589743589744,20,49.32527825918402,40.68876260938562,B,Offensive
555,Darmanitan Zen Mode,Fire,Psychic,540,105,30,105,140,105,55,1.3,92.9,55,FALSE,FALSE,Regular,Gen 5,TRUE,2,11,Fire/Psychic,35.550000000000004,140,11025,0.3605769230769231,0.6481481481481481,0.4760695004940583,0.2403846153846154,28.437980105000157,56.50807232163972,54.417537005746446,A,Balanced
556,Maractus,Grass,NA,461,75,86,67,106,67,60,1,28,28,FALSE,FALSE,Regular,Gen 5,FALSE,5,NA,Grass,25.650000000000006,106,5025,0.36538461538461536,0.49074074074074076,0.21698405804831228,0.24358974358974358,9.803400525294869,31.67368094196081,25.650462362898807,C,Offensive
558,Crustle,Bug,Rock,485,70,105,125,65,75,45,1.4,200,102,FALSE,FALSE,Regular,Gen 5,TRUE,12,13,Bug/Rock,23.050000000000008,105,6777.720855862979,0.35096153846153844,0.4861111111111111,0.29266813445250334,0.23397435897435895,15.574430642031121,37.52915739746409,32.430132535557874,C,Offensive
560,Scrafty,Dark,Fighting,488,65,90,115,45,115,58,1.1,30,24.8,FALSE,FALSE,Regular,Gen 5,TRUE,16,7,Fighting/Dark,25.35,90,7475,0.36346153846153845,0.4166666666666667,0.3227772803803252,0.2423076923076923,18.95096362511725,39.203011922783816,36.802618354245055,B,Balanced
561,Sigilyph,Psychic,Flying,490,72,58,80,103,80,97,1.4,14,7.1,FALSE,FALSE,Regular,Gen 5,TRUE,11,10,Flying/Psychic,25.650000000000002,103,5760,0.5426282051282051,0.47685185185185186,0.24872202474791616,0.36175213675213674,17.31628380138183,41.79622278747616,33.84172350644293,C,Offensive
563,Cofagrigus,Ghost,NA,483,58,50,145,95,105,30,1.7,76.5,26.5,FALSE,FALSE,Regular,Gen 5,FALSE,14,NA,Ghost,32.550000000000004,95,7156.598353966779,0.33653846153846156,0.4398148148148148,0.3090284084906634,0.22435897435897437,17.463728549512258,37.896958829516066,37.28429924217707,B,Balanced
565,Carracosta,Water,Rock,495,74,108,133,83,65,32,1.2,81,56.3,FALSE,FALSE,Regular,Gen 5,TRUE,3,13,Water/Rock,26.050000000000008,108,6880.408418110076,0.3384615384615385,0.5,0.29710227653558074,0.22564102564102564,14.449472994046323,36.64747126864442,32.39492763090026,C,Balanced
567,Archeops,Rock,Flying,567,75,140,65,112,65,110,1.4,32,16.3,FALSE,FALSE,Regular,Gen 5,TRUE,13,10,Flying/Rock,32.75,140,4875,0.6634615384615384,0.6481481481481481,0.2105069219871686,0.4423076923076923,20.74964863514141,52.072519226893476,39.51570365172235,B,Offensive
569,Garbodor,Poison,NA,474,80,95,82,60,82,75,1.9,107.3,29.7,FALSE,FALSE,Regular,Gen 5,FALSE,8,NA,Poison,34.849999999999994,95,6560,0.3798076923076923,0.4398148148148148,0.28326675040734894,0.2532051282051282,14.727503290555932,35.69847131436755,34.619794189221196,C,Balanced
571,Hisuian Zoroark,Normal,Ghost,510,55,100,60,125,60,110,1.6,73,28.5,FALSE,FALSE,Regular,Gen 5,TRUE,1,14,Normal/Ghost,38.300000000000004,125,3300,0.6634615384615384,0.5787037037037037,0.1424969933451603,0.4423076923076923,14.17374775096818,43.005225437534875,32.55589781347425,C,Offensive
571,Zoroark,Dark,NA,510,60,105,60,120,60,105,1.6,81.1,31.7,FALSE,FALSE,Regular,Gen 5,FALSE,16,NA,Dark,26.850000000000005,120,3600,0.6169871794871794,0.5555555555555556,0.15545126546744759,0.41132478632478625,13.4951265131967,40.966295644462924,28.614290217748778,C,Offensive
573,Cinccino,Normal,NA,470,75,95,60,65,60,115,0.5,7.5,30,FALSE,FALSE,Regular,Gen 5,FALSE,1,NA,Normal,24.3,95,4500,0.7099358974358975,0.4398148148148148,0.1943140818343095,0.47329059829059833,13.4951265131967,39.21442980762136,28.08755336610902,C,Offensive
576,Gothitelle,Psychic,NA,490,70,55,95,95,110,65,1.5,44,19.6,FALSE,FALSE,Regular,Gen 5,FALSE,11,NA,Psychic,23.050000000000008,95,7155.7669050913055,0.3701923076923077,0.4398148148148148,0.3089925057740346,0.2467948717948718,17.759444378215203,38.730920780380785,34.729153405680925,C,Balanced
579,Reuniclus,Psychic,NA,490,110,65,75,125,85,30,1,20.1,20.1,FALSE,FALSE,Regular,Gen 5,FALSE,11,NA,Psychic,23.050000000000008,125,8782.795682469223,0.33653846153846156,0.5787037037037037,0.3792490842171877,0.22435897435897437,16.29333600183721,41.314557002866835,35.78253624527194,B,Offensive
581,Swanna,Water,Flying,473,75,87,63,87,63,98,1.3,24.2,14.3,FALSE,FALSE,Regular,Gen 5,TRUE,3,10,Water/Flying,34.2,104.39999999999999,4725,0.551923076923077,0.4833333333333333,0.20402978592602497,0.367948717948718,13.281359119292462,37.836307065617845,31.338073981517063,C,Offensive
584,Vanilluxe,Ice,NA,535,71,95,85,110,95,79,1.3,57.5,34,FALSE,FALSE,Regular,Gen 5,FALSE,6,NA,Ice,17.850000000000005,110,6380.131268242057,0.3836538461538461,0.5092592592592593,0.2754998554157386,0.25576923076923075,18.50280618625002,41.57204463498377,33.525358271783304,C,Offensive
586,Sawsbuck,Normal,Grass,475,80,100,70,60,70,95,1.9,92.5,25.6,FALSE,FALSE,Regular,Gen 5,TRUE,1,5,Normal/Grass,27.5,100,5600,0.5240384615384616,0.46296296296296297,0.2418130796160296,0.3493589743589744,14.86735246818535,38.591735219385804,31.69864415674784,C,Offensive
587,Emolga,Electric,Flying,428,55,75,60,75,60,103,0.4,5,31.3,FALSE,FALSE,Regular,Gen 5,TRUE,4,10,Electric/Flying,38.449999999999996,90,3300,0.5983974358974359,0.4166666666666667,0.1424969933451603,0.3989316239316239,9.047257029221848,31.976597963651784,26.50218486950569,C,Offensive
589,Escavalier,Bug,Steel,495,70,135,105,60,105,20,1,33,33,FALSE,FALSE,Regular,Gen 5,TRUE,12,17,Bug/Steel,45.5,135,7350,0.3269230769230769,0.625,0.31737966699603887,0.21794871794871795,17.759444378215203,43.64449161096067,42.776556386120134,B,Balanced
591,Amoonguss,Grass,Poison,464,114,85,70,85,80,30,0.6,10.5,29.2,FALSE,FALSE,Regular,Gen 5,TRUE,5,8,Grass/Poison,30.35000000000001,102,8530.978841844586,0.33653846153846156,0.4722222222222222,0.36837540462243373,0.22435897435897437,12.315619827928474,34.077154306945125,33.09496287220022,C,Balanced
593,Jellicent,Water,Ghost,480,100,60,70,85,105,60,2.2,135,27.9,FALSE,FALSE,Regular,Gen 5,TRUE,3,14,Water/Ghost,41.75,85,8573.214099741124,0.36538461538461536,0.39351851851851855,0.37019916136892284,0.24358974358974358,15.574430642031121,35.44733501195406,39.34532162599638,B,Balanced
594,Alomomola,Water,NA,470,165,75,80,40,45,65,1.2,31.6,21.9,FALSE,FALSE,Regular,Gen 5,FALSE,3,NA,Water,31.550000000000004,75,9900,0.3701923076923077,0.3472222222222222,0.4274909800354809,0.2467948717948718,17.02229932753364,35.92698879749012,38.83041618171852,B,Balanced
596,Galvantula,Bug,Electric,472,70,77,60,97,60,108,0.8,14.3,22.3,FALSE,FALSE,Regular,Gen 5,TRUE,12,4,Electric/Bug,31.550000000000004,97,4200,0.6448717948717949,0.44907407407407407,0.1813598097120222,0.42991452991452994,12.188133226097385,37.066463024540454,28.700213103630364,C,Offensive
598,Ferrothorn,Grass,Steel,489,74,94,131,54,116,20,1,110,110,FALSE,FALSE,Regular,Gen 5,TRUE,5,17,Grass/Steel,46.900000000000006,94,9122.132206891107,0.3269230769230769,0.4351851851851852,0.39390194314516197,0.21794871794871795,17.759444378215203,38.40918082341096,43.89420212481021,B,Balanced
601,Klinklang,Steel,NA,520,60,100,115,70,85,90,0.6,81,225,FALSE,FALSE,Regular,Gen 5,FALSE,17,NA,Steel,52.85,100,5932.115979985556,0.4775641025641026,0.46296296296296297,0.25615414888567295,0.3183760683760684,20,43.06683942322857,44.78047735103393,B,Balanced
604,Eelektross,Electric,NA,515,85,115,80,105,80,50,2.1,80.5,18.3,FALSE,FALSE,Regular,Gen 5,FALSE,4,NA,Electric,30.400000000000006,132,6800,0.3557692307692308,0.6111111111111112,0.2936301681051788,0.2371794871794872,16.583817234821396,42.37123926909349,36.41760793601236,B,Offensive
606,Beheeyem,Psychic,NA,485,75,75,75,125,95,40,1,34.5,34.5,FALSE,FALSE,Regular,Gen 5,FALSE,11,NA,Psychic,23.050000000000008,125,6330.7286310503,0.34615384615384615,0.5787037037037037,0.27336660472993646,0.23076923076923075,14.17374775096818,38.71352002892045,31.12176848670888,C,Offensive
609,Chandelure,Ghost,Fire,520,60,55,90,145,90,80,1,34.3,34.3,FALSE,FALSE,Regular,Gen 5,TRUE,14,2,Fire/Ghost,42.45000000000001,145,5400,0.38461538461538464,0.6712962962962963,0.2331768982011714,0.25641025641025644,22.240555621784797,49.93235205372687,44.599578956390694,B,Balanced
612,Haxorus,Dragon,NA,540,76,147,90,60,70,97,1.8,105.5,32.6,FALSE,FALSE,Regular,Gen 5,FALSE,15,NA,Dragon,29.65,147,6032.312989227266,0.5426282051282051,0.6805555555555556,0.2604807466308611,0.36175213675213674,24.42556935796888,55.087171786472,43.65544061044288,A,Offensive
614,Beartic,Ice,NA,505,95,130,80,70,80,50,2.6,260,38.5,FALSE,FALSE,Regular,Gen 5,FALSE,6,NA,Ice,17.850000000000005,130,7600,0.3557692307692308,0.6018518518518519,0.3281748937646116,0.2371794871794872,17.759444378215203,43.476356988666126,34.601752939677,C,Offensive
615,Cryogonal,Ice,NA,515,80,50,50,95,135,105,1.1,148,122.3,FALSE,FALSE,Regular,Gen 5,FALSE,6,NA,Ice,17.850000000000005,95,6572.670690061994,0.6169871794871794,0.4398148148148148,0.28381388229748306,0.41132478632478625,22.240555621784797,47.009678231809005,37.045977685813284,B,Offensive
617,Accelgor,Bug,NA,495,80,70,40,100,60,145,0.8,25.3,39.5,FALSE,FALSE,Regular,Gen 5,FALSE,12,NA,Bug,26.35,100,3919.1835884530847,0.9887820512820513,0.46296296296296297,0.16923390234007898,0.6591880341880342,16.29333600183721,47.01814112527939,31.037727435776887,B,Offensive
618,Stunfisk,Ground,Electric,471,109,66,84,81,99,32,0.7,11,22.4,FALSE,FALSE,Regular,Gen 5,TRUE,9,4,Electric/Ground,31.35000000000001,81,9939.939436435214,0.3384615384615385,0.375,0.4292156011287894,0.22564102564102564,13.4951265131967,32.73580473535406,35.45130094028765,B,Balanced
618,Galarian Stunfisk,Ground,Steel,471,109,81,99,66,84,32,0.7,20.5,41.8,FALSE,FALSE,Regular,Gen 5,TRUE,9,17,Ground/Steel,47.64999999999999,81,9939.939436435214,0.3384615384615385,0.375,0.4292156011287894,0.22564102564102564,13.4951265131967,32.73580473535406,40.341300940287645,B,Defensive
620,Mienshao,Fighting,NA,510,65,125,60,95,60,105,1.4,35.5,18.1,FALSE,FALSE,Regular,Gen 5,FALSE,7,NA,Fighting,26.35,125,3900,0.6169871794871794,0.5787037037037037,0.1684055375897349,0.41132478632478625,14.86735246818535,43.11069167662974,30.286307592561208,C,Offensive
621,Druddigon,Dragon,NA,485,77,120,90,60,90,48,1.6,139,54.3,FALSE,FALSE,Regular,Gen 5,FALSE,15,NA,Dragon,29.65,120,6930,0.3538461538461538,0.5555555555555556,0.29924368602483664,0.23589743589743586,16.29333600183721,40.417003246191356,35.70351779976662,B,Balanced
623,Golurk,Ground,Ghost,483,89,124,80,55,80,55,2.8,330,42.1,FALSE,FALSE,Regular,Gen 5,TRUE,9,14,Ground/Ghost,33.25,124,7120,0.3605769230769231,0.5740740740740741,0.3074480583689519,0.2403846153846154,16.72962492632655,41.565766267993254,37.52782277162584,B,Balanced
626,Bouffalant,Normal,NA,490,95,110,95,40,95,55,1.6,94.6,37,FALSE,FALSE,Regular,Gen 5,FALSE,1,NA,Normal,24.3,110,9025,0.3605769230769231,0.5092592592592593,0.38970768634547626,0.2403846153846154,20,43.385254665081405,39.69854002784699,B,Balanced
628,Hisuian Braviary,Psychic,Flying,510,110,83,70,112,70,65,1.7,43.4,15,FALSE,FALSE,Regular,Gen 5,TRUE,11,10,Flying/Psychic,25.650000000000002,112,7700,0.3701923076923077,0.5185185185185185,0.3324929844720407,0.2467948717948718,16.583817234821396,40.057407620286114,35.36975997326148,B,Balanced
628,Braviary,Normal,Flying,510,100,123,75,57,75,80,1.5,41,18.2,FALSE,FALSE,Regular,Gen 5,TRUE,1,10,Normal/Flying,30.65,123,7500,0.38461538461538464,0.5694444444444444,0.3238568030571825,0.25641025641025644,20.44992407787419,45.63024438339677,40.834154017913235,B,Balanced
630,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,1.2,39.5,27.4,FALSE,FALSE,Regular,Gen 5,TRUE,16,10,Flying/Dark,31.85,65,10986.241395490999,0.38461538461538464,0.30092592592592593,0.4743958687944259,0.25641025641025644,20.74964863514141,38.7776477795319,43.49570504176319,B,Balanced
631,Heatmor,Fire,NA,484,85,97,66,105,66,65,1.4,58,29.6,FALSE,FALSE,Regular,Gen 5,FALSE,2,NA,Fire,36.05,121.19999999999999,5610,0.3701923076923077,0.561111111111111,0.24224488868677252,0.2467948717948718,13.254758053615102,37.46463764214599,33.25030204876431,C,Balanced
632,Durant,Bug,Steel,484,58,109,112,48,48,109,0.3,33,366.7,FALSE,FALSE,Regular,Gen 5,TRUE,12,17,Bug/Steel,45.5,109,4252.63024491902,0.6541666666666667,0.5046296296296297,0.18363243142716756,0.4361111111111111,17.90768361702699,44.615033761145554,38.99263974905679,B,Balanced
635,Hydreigon,Dark,Dragon,600,92,105,90,125,90,98,1.8,160,49.4,FALSE,FALSE,Regular,Gen 5,TRUE,16,15,Dragon/Dark,31.750000000000007,125,8280,0.551923076923077,0.5787037037037037,0.35753791057512946,0.367948717948718,26.5048734868033,54.84198129213442,48.08300556282863,A,Balanced
637,Volcarona,Bug,Fire,550,85,60,65,135,105,100,1.6,46,18,FALSE,FALSE,Regular,Gen 5,TRUE,12,2,Fire/Bug,31.25,135,7022.15244778978,0.5705128205128205,0.625,0.3032229123095156,0.3803418803418803,25.826252249031818,55.52379485109404,46.2286021444602,A,Offensive
638,Cobalion,Steel,Fighting,580,91,90,129,90,72,108,2.1,250,56.7,TRUE,TRUE,Legendary,Gen 5,TRUE,17,7,Fighting/Steel,45.45,108,8770.05860869812,0.6448717948717949,0.5,0.3786990858182793,0.42991452991452994,28.18982791992364,55.77997115278203,53.91360597956235,A,Balanced
639,Terrakion,Rock,Fighting,580,91,129,90,72,90,108,1.9,260,72,TRUE,TRUE,Legendary,Gen 5,TRUE,13,7,Fighting/Rock,28.200000000000003,129,8190,0.6448717948717949,0.5972222222222222,0.35365162893844326,0.42991452991452994,28.18982791992364,58.54635307816969,48.720800347779615,A,Offensive
640,Virizion,Grass,Fighting,580,91,90,72,90,129,108,2,200,50,TRUE,TRUE,Legendary,Gen 5,TRUE,5,7,Grass/Fighting,26.050000000000008,108,8770.05860869812,0.6448717948717949,0.5,0.3786990858182793,0.42991452991452994,28.18982791992364,55.77997115278203,48.09360597956235,A,Offensive
641,Tornadus Incarnate Forme,Flying,NA,580,79,115,70,125,80,111,1.5,63,28,TRUE,TRUE,Legendary,Gen 5,FALSE,10,NA,Flying,30.15,144,5911.8186711028275,0.6727564102564102,0.6666666666666666,0.2552776926769497,0.44850427350427347,24.992258978737173,57.28802769890143,44.16392360298397,A,Offensive
641,Tornadus Therian Forme,Flying,NA,580,79,100,80,110,90,121,1.4,63,32.1,TRUE,TRUE,Legendary,Gen 5,FALSE,10,NA,Flying,30.15,126,6703.372285648471,0.7657051282051281,0.5833333333333334,0.2894576957509643,0.5104700854700854,26.63867707007281,58.126705295860646,46.130661768095955,A,Offensive
642,Thundurus Therian Forme,Electric,Flying,580,79,105,70,145,80,101,3,61,6.8,TRUE,TRUE,Legendary,Gen 5,TRUE,4,10,Electric/Flying,38.449999999999996,145,5911.8186711028275,0.5798076923076924,0.6712962962962963,0.2552776926769497,0.38653846153846155,23.70666399816279,54.654142120036454,45.39610640018736,A,Offensive
642,Thundurus Incarnate Forme,Electric,Flying,580,79,115,70,125,80,111,1.5,61,27.1,TRUE,TRUE,Legendary,Gen 5,TRUE,4,10,Electric/Flying,38.449999999999996,144,5911.8186711028275,0.6727564102564102,0.6666666666666666,0.2552776926769497,0.44850427350427347,24.992258978737173,57.28802769890143,46.653923602983966,A,Offensive
643,Reshiram,Dragon,Fire,680,100,120,100,150,120,90,3.2,330,32.2,TRUE,TRUE,Legendary,Gen 5,TRUE,15,2,Fire/Dragon,31.75,150,10954.451150103323,0.4775641025641026,0.6944444444444444,0.47302313716247174,0.3183760683760684,33.55564201693659,64.86813981427039,58.59986397550258,S,Balanced
644,Zekrom,Dragon,Electric,680,100,150,120,120,100,90,2.9,345,41,TRUE,TRUE,Legendary,Gen 5,TRUE,15,4,Electric/Dragon,33.650000000000006,150,10954.451150103323,0.4775641025641026,0.6944444444444444,0.47302313716247174,0.3183760683760684,33.55564201693659,64.86813981427039,59.16986397550258,S,Balanced
645,Landorus Incarnate Forme,Ground,Flying,600,89,125,90,115,80,101,1.5,68,30.2,TRUE,TRUE,Legendary,Gen 5,TRUE,9,10,Ground/Flying,31.6,144,7551.900423072328,0.5798076923076924,0.6666666666666666,0.3260979104029851,0.38653846153846155,27.684380172071528,58.91789071141251,48.99073002174317,A,Offensive
645,Landorus Therian Forme,Ground,Flying,600,89,145,90,105,80,91,1.3,68,40.2,TRUE,TRUE,Legendary,Gen 5,TRUE,9,10,Ground/Flying,31.6,145,7551.900423072328,0.48685897435897435,0.6712962962962963,0.3260979104029851,0.3245726495726496,26.5048734868033,56.390093427853685,47.839001114252724,A,Offensive
646,White Kyurem,Dragon,Ice,700,125,120,90,170,100,95,3.6,325,25.1,TRUE,TRUE,Legendary,Gen 5,TRUE,15,6,Ice/Dragon,22.35,170,11858.541225631421,0.5240384615384616,0.7870370370370371,0.5120625667006393,0.3493589743589744,35.01786567250334,70.08596756843367,58.73458949554091,S,Offensive
646,Black Kyurem,Dragon,Ice,700,125,170,100,120,90,95,3.3,325,29.8,TRUE,TRUE,Legendary,Gen 5,TRUE,15,6,Ice/Dragon,22.35,170,11858.541225631421,0.5240384615384616,0.7870370370370371,0.5120625667006393,0.3493589743589744,35.01786567250334,70.08596756843367,58.73458949554091,S,Offensive
646,Kyurem,Dragon,Ice,660,125,130,90,130,90,95,3,325,36.1,TRUE,TRUE,Legendary,Gen 5,TRUE,15,6,Ice/Dragon,22.35,156,11250,0.5240384615384616,0.7222222222222222,0.48578520458577373,0.3493589743589744,33.224644122639255,66.19063740143595,55.92182236603116,S,Offensive
647,Keldeo Ordinary Form,Water,Fighting,580,91,72,90,129,90,108,1.4,48.5,24.7,FALSE,TRUE,Mythical,Gen 5,TRUE,3,7,Water/Fighting,35.550000000000004,129,8190,0.6448717948717949,0.5972222222222222,0.35365162893844326,0.42991452991452994,28.18982791992364,58.54635307816969,50.925800347779614,A,Balanced
647,Keldeo Resolute Form,Water,Fighting,580,91,72,90,129,90,108,1.4,48.5,24.7,FALSE,TRUE,Mythical,Gen 5,TRUE,3,7,Water/Fighting,35.550000000000004,129,8190,0.6448717948717949,0.5972222222222222,0.35365162893844326,0.42991452991452994,28.18982791992364,58.54635307816969,50.925800347779614,A,Balanced
648,Meloetta Aria Forme,Normal,Psychic,600,100,77,77,128,128,90,0.6,6.5,18.1,FALSE,FALSE,Regular,Gen 5,TRUE,1,11,Normal/Psychic,25.650000000000002,128,9927.738916792685,0.4775641025641026,0.5925925925925926,0.42868877162384733,0.3183760683760684,29.97288337620719,57.963819424753694,51.51196945073508,A,Balanced
648,Meloetta Pirouette Forme,Normal,Fighting,600,100,128,90,77,77,128,0.6,6.5,18.1,FALSE,FALSE,Regular,Gen 5,TRUE,1,7,Normal/Fighting,28.05,128,8324.662155306964,0.8307692307692307,0.5925925925925926,0.359466462953177,0.5538461538461538,29.97288337620719,63.19976762401171,50.57063404263899,A,Offensive
649,Genesect,Bug,Steel,600,71,120,95,120,95,99,1.5,82.5,36.7,FALSE,FALSE,Regular,Gen 5,TRUE,12,17,Bug/Steel,45.5,144,6745,0.5612179487179487,0.6666666666666666,0.2912552182160928,0.37414529914529915,27.684380172071528,58.41139866085527,52.32450540925775,A,Balanced
652,Chesnaught,Grass,Fighting,530,88,107,122,74,75,64,1.6,90,35.2,FALSE,FALSE,Regular,Gen 6,TRUE,5,7,Grass/Fighting,26.050000000000008,107,8417.695646671957,0.3692307692307692,0.49537037037037035,0.36348373349860563,0.24615384615384614,20.899392991672006,43.84909881146706,40.410224817860765,B,Balanced
655,Delphox,Fire,Psychic,534,75,69,72,114,100,104,1.5,39,17.3,FALSE,FALSE,Regular,Gen 6,TRUE,2,11,Fire/Psychic,35.550000000000004,114,6363.961030678928,0.6076923076923076,0.5277777777777778,0.27480160989015595,0.4051282051282051,22.240555621784797,49.44577553753599,42.667460925815206,B,Offensive
658,Greninja,Water,Dark,530,72,95,67,103,71,122,1.5,40,17.8,FALSE,FALSE,Regular,Gen 6,TRUE,3,16,Water/Dark,36.050000000000004,118.8,4965.91260494987,0.7749999999999999,0.5499999999999999,0.21443261073339068,0.5166666666666666,20.119998560020736,50.306594224421076,39.38138121762212,B,Offensive
658,Ash-Greninja,Water,Dark,640,72,145,67,153,71,132,1.5,40,17.8,FALSE,FALSE,Regular,Gen 6,TRUE,3,16,Water/Dark,36.050000000000004,178.79999999999998,4965.91260494987,0.867948717948718,0.8277777777777777,0.21443261073339068,0.5786324786324787,29.72290249399748,69.73001097891064,50.650951818265526,S,Offensive
660,Diggersby,Normal,Ground,423,85,56,77,50,77,78,1,42.4,42.4,FALSE,FALSE,Regular,Gen 6,TRUE,1,9,Normal/Ground,28.550000000000004,56,6545,0.3826923076923077,0.25925925925925924,0.28261903680123457,0.25512820512820517,9.583079920450759,25.17964884211287,26.486492359235946,C,Balanced
663,Talonflame,Fire,Flying,499,78,81,71,74,69,126,1.2,24.5,17,FALSE,FALSE,Regular,Gen 6,TRUE,2,10,Fire/Flying,34.55,93,5459.4428287143,0.8121794871794872,0.4305555555555556,0.23574369346411658,0.5414529914529914,18.05615565667463,45.38215627899779,36.66233763314676,B,Offensive
666,Vivillon,Bug,Flying,411,80,52,50,90,50,89,1.2,17,11.8,FALSE,FALSE,Regular,Gen 6,TRUE,12,10,Flying/Bug,20.850000000000005,90,4000,0.46826923076923077,0.4166666666666667,0.172723628297164,0.3121794871794872,8.137154916362693,29.16580437845337,21.03752199549463,F,Offensive
668,Pyroar,Fire,Normal,507,86,68,72,109,66,106,1.5,81.5,36.2,FALSE,FALSE,Regular,Gen 6,TRUE,2,1,Normal/Fire,37.95,109,5928.388651227246,0.6262820512820513,0.5046296296296297,0.25599319944892507,0.41752136752136754,18.353733273990876,45.049094180086136,38.910347838542855,B,Offensive
671,Florges,Fairy,NA,552,78,65,68,112,154,75,1.1,10,8.3,FALSE,FALSE,Regular,Gen 6,FALSE,18,NA,Fairy,32.05,112,7981.957654610804,0.3798076923076923,0.5185185185185185,0.34466817175467485,0.2532051282051282,25.411793972912278,49.112281635918954,46.409941206135585,A,Balanced
673,Gogoat,Grass,NA,531,123,100,62,97,81,68,1.7,91,31.5,FALSE,FALSE,Regular,Gen 6,FALSE,5,NA,Grass,25.650000000000006,118.19999999999999,8716.526716531074,0.3730769230769231,0.5472222222222222,0.37638753015710313,0.24871794871794872,20.32997005576092,44.97419267260098,40.34160411286473,B,Balanced
675,Pangoro,Fighting,Dark,495,95,124,78,69,71,58,2.1,136,30.8,FALSE,FALSE,Regular,Gen 6,TRUE,7,16,Fighting/Dark,25.35,124,7069.685282952841,0.36346153846153845,0.5740740740740741,0.30527542324766926,0.2423076923076923,16.438382637653394,41.30764201474625,34.8144372400419,C,Offensive
676,Furfrou,Normal,NA,472,75,80,60,65,90,102,1.2,28,19.4,FALSE,FALSE,Regular,Gen 6,FALSE,1,NA,Normal,24.3,80,5511.351921262151,0.5891025641025641,0.37037037037037035,0.2379851751657361,0.3927350427350427,13.764686351687452,35.729349539434004,28.98855277788734,C,Offensive
678,Meowstic(male),Psychic,NA,466,74,48,76,83,81,104,0.6,8.5,23.6,FALSE,FALSE,Regular,Gen 6,FALSE,11,NA,Psychic,23.050000000000008,83,5806.053392796178,0.6076923076923076,0.38425925925925924,0.2507106520227037,0.4051282051282051,15.29008500923004,38.04520362222096,30.527696213330486,C,Offensive
678,Meowstic(female),Psychic,NA,466,74,48,76,83,81,104,0.6,8.5,23.6,FALSE,FALSE,Regular,Gen 6,FALSE,11,NA,Psychic,23.050000000000008,83,5806.053392796178,0.6076923076923076,0.38425925925925924,0.2507106520227037,0.4051282051282051,15.29008500923004,38.04520362222096,30.527696213330486,C,Offensive
681,Aegislash Shield Forme,Steel,Ghost,500,60,50,140,50,140,60,1.7,53,18.3,FALSE,FALSE,Regular,Gen 6,TRUE,17,14,Ghost/Steel,54.550000000000004,60,8400,0.36538461538461536,0.2777777777777778,0.3627196194240444,0.24358974358974358,21.49719381374998,37.85299870978143,48.23413134659371,A,Defensive
681,Aegislash Blade Forme,Steel,Ghost,500,60,140,50,140,50,60,1.7,53,18.3,FALSE,FALSE,Regular,Gen 6,TRUE,17,14,Ghost/Steel,54.550000000000004,168,3000,0.36538461538461536,0.7777777777777778,0.129542721222873,0.24358974358974358,11.3169885802811,41.273732087105515,35.45768055629672,B,Offensive
683,Aromatisse,Fairy,NA,462,101,72,72,99,89,29,0.8,15.5,24.2,FALSE,FALSE,Regular,Gen 6,FALSE,18,NA,Fairy,32.05,99,8085.048422860558,0.3355769230769231,0.4583333333333333,0.3491197246386848,0.22371794871794873,11.562019894999843,32.77596901206272,32.30589328632828,C,Balanced
685,Slurpuff,Fairy,NA,480,82,80,86,85,75,72,0.8,5,7.8,FALSE,FALSE,Regular,Gen 6,FALSE,18,NA,Fairy,32.05,99,6585.575145725695,0.3769230769230769,0.4583333333333333,0.2843711083983416,0.2512820512820513,14.727503290555932,36.21449917171521,33.917409892116126,C,Balanced
687,Mega Malamar,Dark,Psychic,582,86,102,88,98,120,88,2.9,69.8,8.3,FALSE,FALSE,Regular,Gen 6,TRUE,16,11,Psychic/Dark,18.1,120,8837.520014121608,0.45897435897435895,0.5555555555555556,0.38161213049697207,0.30598290598290595,27.427204557530153,53.7271337507684,45.349229022790816,A,Offensive
687,Malamar,Dark,Psychic,482,86,92,88,68,75,73,1.5,47,20.9,FALSE,FALSE,Regular,Gen 6,TRUE,16,11,Psychic/Dark,18.1,92,6986.673027986926,0.3778846153846154,0.42592592592592593,0.30169087877995876,0.2519230769230769,14.727503290555932,35.361580187167306,29.9536399368305,C,Offensive
