dex,name,type_1,type_2,total,hp,attack,defense,sp_atk,sp_def,speed,height_m,weight_kgs,bmi,is_legendary,is_special,category,generation,is_dual_type
606,Beheeyem,Psychic,NA,485,75,75,75,125,95,40,1,34.5,34.5,FALSE,FALSE,Regular,Gen 5,FALSE
609,Chandelure,Ghost,Fire,520,60,55,90,145,90,80,1,34.3,34.3,FALSE,FALSE,Regular,Gen 5,TRUE
612,Haxorus,Dragon,NA,540,76,147,90,60,70,97,1.8,105.5,32.6,FALSE,FALSE,Regular,Gen 5,FALSE
614,Beartic,Ice,NA,505,95,130,80,70,80,50,2.6,260,38.5,FALSE,FALSE,Regular,Gen 5,FALSE
615,Cryogonal,Ice,NA,515,80,50,50,95,135,105,1.1,148,122.3,FALSE,FALSE,Regular,Gen 5,FALSE
617,Accelgor,Bug,NA,495,80,70,40,100,60,145,0.8,25.3,39.5,FALSE,FALSE,Regular,Gen 5,FALSE
618,Stunfisk,Ground,Electric,471,109,66,84,81,99,32,0.7,11,22.4,FALSE,FALSE,Regular,Gen 5,TRUE
618,Galarian Stunfisk,Ground,Steel,471,109,81,99,66,84,32,0.7,20.5,41.8,FALSE,FALSE,Regular,Gen 5,TRUE
620,Mienshao,Fighting,NA,510,65,125,60,95,60,105,1.4,35.5,18.1,FALSE,FALSE,Regular,Gen 5,FALSE
621,Druddigon,Dragon,NA,485,77,120,90,60,90,48,1.6,139,54.3,FALSE,FALSE,Regular,Gen 5,FALSE
623,Golurk,Ground,Ghost,483,89,124,80,55,80,55,2.8,330,42.1,FALSE,FALSE,Regular,Gen 5,TRUE
626,Bouffalant,Normal,NA,490,95,110,95,40,95,55,1.6,94.6,37,FALSE,FALSE,Regular,Gen 5,FALSE
628,Hisuian Braviary,Psychic,Flying,510,110,83,70,112,70,65,1.7,43.4,15,FALSE,FALSE,Regular,Gen 5,TRUE
628,Braviary,Normal,Flying,510,100,123,75,57,75,80,1.5,41,18.2,FALSE,FALSE,Regular,Gen 5,TRUE
630,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,1.2,39.5,27.4,FALSE,FALSE,Regular,Gen 5,TRUE
631,Heatmor,Fire,NA,484,85,97,66,105,66,65,1.4,58,29.6,FALSE,FALSE,Regular,Gen 5,FALSE
632,Durant,Bug,Steel,484,58,109,112,48,48,109,0.3,33,366.7,FALSE,FALSE,Regular,Gen 5,TRUE
635,Hydreigon,Dark,Dragon,600,92,105,90,125,90,98,1.8,160,49.4,FALSE,FALSE,Regular,Gen 5,TRUE
637,Volcarona,Bug,Fire,550,85,60,65,135,105,100,1.6,46,18,FALSE,FALSE,Regular,Gen 5,TRUE
638,Cobalion,Steel,Fighting,580,91,90,129,90,72,108,2.1,250,56.7,TRUE,TRUE,Legendary,Gen 5,TRUE
639,Terrakion,Rock,Fighting,580,91,129,90,72,90,108,1.9,260,72,TRUE,TRUE,Legendary,Gen 5,TRUE
640,Virizion,Grass,Fighting,580,91,90,72,90,129,108,2,200,50,TRUE,TRUE,Legendary,Gen 5,TRUE
641,Tornadus Incarnate Forme,Flying,NA,580,79,115,70,125,80,111,1.5,63,28,TRUE,TRUE,Legendary,Gen 5,FALSE
641,Tornadus Therian Forme,Flying,NA,580,79,100,80,110,90,121,1.4,63,32.1,TRUE,TRUE,Legendary,Gen 5,FALSE
642,Thundurus Therian Forme,Electric,Flying,580,79,105,70,145,80,101,3,61,6.8,TRUE,TRUE,Legendary,Gen 5,TRUE
642,Thundurus Incarnate Forme,Electric,Flying,580,79,115,70,125,80,111,1.5,61,27.1,TRUE,TRUE,Legendary,Gen 5,TRUE
643,Reshiram,Dragon,Fire,680,100,120,100,150,120,90,3.2,330,32.2,TRUE,TRUE,Legendary,Gen 5,TRUE
644,Zekrom,Dragon,Electric,680,100,150,120,120,100,90,2.9,345,41,TRUE,TRUE,Legendary,Gen 5,TRUE
645,Landorus Incarnate Forme,Ground,Flying,600,89,125,90,115,80,101,1.5,68,30.2,TRUE,TRUE,Legendary,Gen 5,TRUE
645,Landorus Therian Forme,Ground,Flying,600,89,145,90,105,80,91,1.3,68,40.2,TRUE,TRUE,Legendary,Gen 5,TRUE
646,White Kyurem,Dragon,Ice,700,125,120,90,170,100,95,3.6,325,25.1,TRUE,TRUE,Legendary,Gen 5,TRUE
646,Black Kyurem,Dragon,Ice,700,125,170,100,120,90,95,3.3,325,29.8,TRUE,TRUE,Legendary,Gen 5,TRUE
646,Kyurem,Dragon,Ice,660,125,130,90,130,90,95,3,325,36.1,TRUE,TRUE,Legendary,Gen 5,TRUE
647,Keldeo Ordinary Form,Water,Fighting,580,91,72,90,129,90,108,1.4,48.5,24.7,FALSE,TRUE,Mythical,Gen 5,TRUE
647,Keldeo Resolute Form,Water,Fighting,580,91,72,90,129,90,108,1.4,48.5,24.7,FALSE,TRUE,Mythical,Gen 5,TRUE
648,Meloetta Aria Forme,Normal,Psychic,600,100,77,77,128,128,90,0.6,6.5,18.1,FALSE,FALSE,Regular,Gen 5,TRUE
648,Meloetta Pirouette Forme,Normal,Fighting,600,100,128,90,77,77,128,0.6,6.5,18.1,FALSE,FALSE,Regular,Gen 5,TRUE
649,Genesect,Bug,Steel,600,71,120,95,120,95,99,1.5,82.5,36.7,FALSE,FALSE,Regular,Gen 5,TRUE
652,Chesnaught,Grass,Fighting,530,88,107,122,74,75,64,1.6,90,35.2,FALSE,FALSE,Regular,Gen 6,TRUE
655,Delphox,Fire,Psychic,534,75,69,72,114,100,104,1.5,39,17.3,FALSE,FALSE,Regular,Gen 6,TRUE
658,Greninja,Water,Dark,530,72,95,67,103,71,122,1.5,40,17.8,FALSE,FALSE,Regular,Gen 6,TRUE
658,Ash-Greninja,Water,Dark,640,72,145,67,153,71,132,1.5,40,17.8,FALSE,FALSE,Regular,Gen 6,TRUE
660,Diggersby,Normal,Ground,423,85,56,77,50,77,78,1,42.4,42.4,FALSE,FALSE,Regular,Gen 6,TRUE
663,Talonflame,Fire,Flying,499,78,81,71,74,69,126,1.2,24.5,17,FALSE,FALSE,Regular,Gen 6,TRUE
666,Vivillon,Bug,Flying,411,80,52,50,90,50,89,1.2,17,11.8,FALSE,FALSE,Regular,Gen 6,TRUE
668,Pyroar,Fire,Normal,507,86,68,72,109,66,106,1.5,81.5,36.2,FALSE,FALSE,Regular,Gen 6,TRUE
671,Florges,Fairy,NA,552,78,65,68,112,154,75,1.1,10,8.3,FALSE,FALSE,Regular,Gen 6,FALSE
673,Gogoat,Grass,NA,531,123,100,62,97,81,68,1.7,91,31.5,FALSE,FALSE,Regular,Gen 6,FALSE
675,Pangoro,Fighting,Dark,495,95,124,78,69,71,58,2.1,136,30.8,FALSE,FALSE,Regular,Gen 6,TRUE
676,Furfrou,Normal,NA,472,75,80,60,65,90,102,1.2,28,19.4,FALSE,FALSE,Regular,Gen 6,FALSE
678,Meowstic(male),Psychic,NA,466,74,48,76,83,81,104,0.6,8.5,23.6,FALSE,FALSE,Regular,Gen 6,FALSE
678,Meowstic(female),Psychic,NA,466,74,48,76,83,81,104,0.6,8.5,23.6,FALSE,FALSE,Regular,Gen 6,FALSE
681,Aegislash Shield Forme,Steel,Ghost,500,60,50,140,50,140,60,1.7,53,18.3,FALSE,FALSE,Regular,Gen 6,TRUE
681,Aegislash Blade Forme,Steel,Ghost,500,60,140,50,140,50,60,1.7,53,18.3,FALSE,FALSE,Regular,Gen 6,TRUE
683,Aromatisse,Fairy,NA,462,101,72,72,99,89,29,0.8,15.5,24.2,FALSE,FALSE,Regular,Gen 6,FALSE
685,Slurpuff,Fairy,NA,480,82,80,86,85,75,72,0.8,5,7.8,FALSE,FALSE,Regular,Gen 6,FALSE
687,Mega Malamar,Dark,Psychic,582,86,102,88,98,120,88,2.9,69.8,8.3,FALSE,FALSE,Regular,Gen 6,TRUE
687,Malamar,Dark,Psychic,482,86,92,88,68,75,73,1.5,47,20.9,FALSE,FALSE,Regular,Gen 6,TRUE
689,Barbaracle,Rock,Water,500,72,105,115,54,86,68,1.3,96,56.8,FALSE,TRUE,Mythical,Gen 6,TRUE
691,Dragalge,Poison,Dragon,494,65,75,90,97,123,44,1.8,81.5,25.2,FALSE,FALSE,Regular,Gen 6,TRUE
693,Clawitzer,Water,NA,500,71,73,88,120,89,59,1.3,35.3,20.9,FALSE,FALSE,Regular,Gen 6,FALSE
695,Heliolisk,Electric,Normal,481,62,55,52,109,94,109,1,21,21,FALSE,FALSE,Regular,Gen 6,TRUE
697,Tyrantrum,Rock,Dragon,521,82,121,119,69,59,71,2.5,270,43.2,FALSE,FALSE,Regular,Gen 6,TRUE
699,Aurorus,Rock,Ice,521,123,77,72,99,92,58,2.7,225,30.9,FALSE,FALSE,Regular,Gen 6,TRUE
700,Sylveon,Fairy,NA,525,95,65,65,110,130,60,1,23.5,23.5,FALSE,FALSE,Regular,Gen 6,FALSE
701,Mega Hawlucha,Fighting,Flying,600,78,137,100,74,93,118,1,25,25,FALSE,FALSE,Regular,Gen 6,TRUE
701,Hawlucha,Fighting,Flying,500,78,92,75,74,63,118,0.8,21.5,33.6,FALSE,FALSE,Regular,Gen 6,TRUE
702,Dedenne,Electric,Fairy,431,67,58,57,81,67,101,0.2,2.2,55,FALSE,FALSE,Regular,Gen 6,TRUE
703,Carbink,Rock,Fairy,500,50,50,150,50,150,50,0.3,5.7,63.3,FALSE,FALSE,Regular,Gen 6,TRUE
706,Goodra,Dragon,NA,600,90,100,70,110,150,80,2,150.5,37.6,FALSE,FALSE,Regular,Gen 6,FALSE
706,Hisuian Goodra,Steel,Dragon,600,80,100,100,110,150,60,1.7,334.1,115.6,FALSE,FALSE,Regular,Gen 6,TRUE
707,Klefki,Steel,Fairy,470,57,80,91,80,87,75,0.2,3,75,FALSE,FALSE,Regular,Gen 6,TRUE
709,Trevenant,Ghost,Grass,474,85,110,76,65,82,56,1.5,71,31.6,FALSE,FALSE,Regular,Gen 6,TRUE
711,Gourgeist Large Size,Ghost,Grass,494,75,95,122,58,75,69,1.1,14,11.6,FALSE,FALSE,Regular,Gen 6,TRUE
711,Gourgeist Super Size,Ghost,Grass,494,85,100,122,58,75,54,1.7,39,13.5,FALSE,FALSE,Regular,Gen 6,TRUE
711,Gourgeist Average Size,Ghost,Grass,494,65,90,122,58,75,84,0.9,12.5,15.4,FALSE,FALSE,Regular,Gen 6,TRUE
711,Gourgeist Small Size,Ghost,Grass,494,55,85,122,58,75,99,0.7,9.5,19.4,FALSE,FALSE,Regular,Gen 6,TRUE
713,Avalugg,Ice,NA,514,95,117,184,44,46,28,2,505,126.3,FALSE,FALSE,Regular,Gen 6,FALSE
713,Hisuian Avalugg,Ice,Rock,514,95,127,184,34,36,38,1.4,262.4,133.9,FALSE,FALSE,Regular,Gen 6,TRUE
715,Noivern,Flying,Dragon,535,85,70,80,97,80,123,1.5,85,37.8,FALSE,FALSE,Regular,Gen 6,TRUE
716,Xerneas,Fairy,NA,680,126,131,95,131,98,99,3,215,23.9,TRUE,TRUE,Legendary,Gen 6,FALSE
717,Yveltal,Dark,Flying,680,126,131,95,131,98,99,5.8,203,6,TRUE,TRUE,Legendary,Gen 6,TRUE
718,Zygarde 50% Forme,Dragon,Ground,600,108,100,121,81,95,95,5,305,12.2,TRUE,TRUE,Legendary,Gen 6,TRUE
718,Zygarde 10% Forme,Dragon,Ground,486,54,100,71,61,85,115,1.2,33.5,23.3,TRUE,TRUE,Legendary,Gen 6,TRUE
718,Zygarde Complete Forme,Dragon,Ground,708,216,100,121,91,95,85,4.5,610,30.1,TRUE,TRUE,Legendary,Gen 6,TRUE
719,Diancie,Rock,Fairy,600,50,100,150,100,150,50,0.7,8.8,18,FALSE,TRUE,Mythical,Gen 6,TRUE
719,Mega Diancie,Rock,Fairy,700,50,160,110,160,110,110,1.1,27.8,23,FALSE,TRUE,Mythical,Gen 6,TRUE
720,HoopaHoopa Unbound,Psychic,Dark,680,80,160,60,170,130,80,6.5,490,11.6,FALSE,TRUE,Mythical,Gen 6,TRUE
720,HoopaHoopa Confined,Psychic,Ghost,600,80,110,60,150,130,70,0.5,9,36,FALSE,TRUE,Mythical,Gen 6,TRUE
721,Volcanion,Fire,Water,600,80,110,120,130,90,70,1.7,195,67.5,FALSE,TRUE,Mythical,Gen 6,TRUE
724,Decidueye,Grass,Ghost,530,78,107,75,100,100,70,1.6,36.6,14.3,FALSE,FALSE,Regular,Gen 7,TRUE
724,Hisuian Decidueye,Grass,Fighting,530,88,112,80,95,95,60,1.6,37,14.5,FALSE,FALSE,Regular,Gen 7,TRUE
727,Incineroar,Fire,Dark,530,95,115,90,80,90,60,1.8,83,25.6,FALSE,FALSE,Regular,Gen 7,TRUE
730,Primarina,Water,Fairy,530,80,74,74,126,116,60,1.8,44,13.6,FALSE,FALSE,Regular,Gen 7,TRUE
733,Toucannon,Normal,Flying,485,80,120,75,75,75,60,1.1,26,21.5,FALSE,FALSE,Regular,Gen 7,TRUE
735,Gumshoos,Normal,NA,418,88,110,60,55,60,45,0.7,14.2,29,FALSE,FALSE,Regular,Gen 7,FALSE
738,Vikavolt,Bug,Electric,500,77,70,90,145,75,43,1.5,45,20,FALSE,FALSE,Regular,Gen 7,TRUE
740,Crabominable,Fighting,Ice,478,97,132,77,62,67,43,1.7,180,62.3,FALSE,FALSE,Regular,Gen 7,TRUE
741,Oricorio Baile Style,Fire,Flying,476,75,70,70,98,70,93,0.6,3.4,9.4,FALSE,FALSE,Regular,Gen 7,TRUE
741,Oricorio Pom-Pom Style,Electric,Flying,476,75,70,70,98,70,93,0.6,3.4,9.4,FALSE,FALSE,Regular,Gen 7,TRUE
741,Oricorio Pa'u Style,Psychic,Flying,476,75,70,70,98,70,93,0.6,3.4,9.4,FALSE,FALSE,Regular,Gen 7,TRUE
741,Oricorio Sensu Style,Ghost,Flying,476,75,70,70,98,70,93,0.6,3.4,9.4,FALSE,FALSE,Regular,Gen 7,TRUE
743,Ribombee,Bug,Fairy,464,60,55,60,95,70,124,0.2,0.5,12.5,FALSE,FALSE,Regular,Gen 7,TRUE
745,Lycanroc Midnight Form,Rock,NA,487,85,115,75,55,75,82,1.1,25,20.7,FALSE,FALSE,Regular,Gen 7,FALSE
745,Lycanroc Midday Form,Rock,NA,487,75,115,65,55,65,112,0.8,25,39.1,FALSE,FALSE,Regular,Gen 7,FALSE
745,Lycanroc Dusk Form,Rock,NA,487,75,117,65,55,65,110,0.8,25,39.1,FALSE,FALSE,Regular,Gen 7,FALSE
746,Wishiwashi School Form,Water,NA,620,45,140,130,140,135,30,8.2,78.6,1.2,FALSE,FALSE,Regular,Gen 7,FALSE
746,Wishiwashi Solo Form,Water,NA,175,45,20,20,25,25,40,0.2,0.3,7.5,FALSE,FALSE,Regular,Gen 7,FALSE
748,Toxapex,Poison,Water,495,50,63,152,53,142,35,0.7,14.5,29.6,FALSE,FALSE,Regular,Gen 7,TRUE
750,Mudsdale,Ground,NA,500,100,125,100,55,85,35,2.5,920,147.2,FALSE,FALSE,Regular,Gen 7,FALSE
752,Araquanid,Water,Bug,454,68,70,92,50,132,42,1.8,82,25.3,FALSE,FALSE,Regular,Gen 7,TRUE
754,Lurantis,Grass,NA,480,70,105,90,80,90,45,0.9,18.5,22.8,FALSE,FALSE,Regular,Gen 7,FALSE
756,Shiinotic,Grass,Fairy,405,60,45,80,90,100,30,1,11.5,11.5,FALSE,FALSE,Regular,Gen 7,TRUE
758,Salazzle,Poison,Fire,480,68,64,60,111,60,117,1.2,22.2,15.4,FALSE,FALSE,Regular,Gen 7,TRUE
760,Bewear,Normal,Fighting,500,120,125,80,55,60,60,2.1,135,30.6,FALSE,FALSE,Regular,Gen 7,TRUE
763,Tsareena,Grass,NA,510,72,120,98,50,98,72,1.2,21.4,14.9,FALSE,FALSE,Regular,Gen 7,FALSE
764,Comfey,Fairy,NA,485,51,52,90,82,110,100,0.1,0.3,30,FALSE,FALSE,Regular,Gen 7,FALSE
765,Oranguru,Normal,Psychic,490,90,60,80,90,110,60,1.5,76,33.8,FALSE,FALSE,Regular,Gen 7,TRUE
766,Passimian,Fighting,NA,490,100,120,90,40,60,80,2,82.8,20.7,FALSE,FALSE,Regular,Gen 7,FALSE
768,Golisopod,Bug,Water,530,75,125,140,60,90,40,2,108,27,FALSE,FALSE,Regular,Gen 7,TRUE
770,Palossand,Ghost,Ground,480,85,75,110,100,75,35,1.3,250,147.9,FALSE,FALSE,Regular,Gen 7,TRUE
771,Pyukumuku,Water,NA,410,55,60,130,30,130,5,0.3,1.2,13.3,FALSE,FALSE,Regular,Gen 7,FALSE
773,Silvally,Normal,NA,570,95,95,95,95,95,95,2.3,100.5,19,TRUE,TRUE,Legendary,Gen 7,FALSE
774,Minior Core Form,Rock,Flying,500,60,100,60,100,60,120,0.3,0.3,3.3,FALSE,FALSE,Regular,Gen 7,TRUE
774,Minior Meteor Form,Rock,Flying,440,60,60,100,60,100,60,0.3,40,444.4,FALSE,FALSE,Regular,Gen 7,TRUE
775,Komala,Normal,NA,480,65,115,65,75,95,65,0.4,19.9,124.4,FALSE,FALSE,Regular,Gen 7,FALSE
776,Turtonator,Fire,Dragon,485,60,78,135,91,85,36,2,212,53,FALSE,FALSE,Regular,Gen 7,TRUE
777,Togedemaru,Electric,Steel,435,65,98,63,40,73,96,0.3,3.3,36.7,FALSE,FALSE,Regular,Gen 7,TRUE
778,Mimikyu,Ghost,Fairy,476,55,90,80,50,105,96,0.2,0.7,17.5,FALSE,FALSE,Regular,Gen 7,TRUE
779,Bruxish,Water,Psychic,475,68,105,70,70,70,92,0.9,19,23.5,FALSE,FALSE,Regular,Gen 7,TRUE
780,Drampa,Normal,Dragon,485,78,60,85,135,91,36,3,185,20.6,FALSE,FALSE,Regular,Gen 7,TRUE
781,Dhelmise,Ghost,Grass,517,70,131,100,86,90,40,3.9,210,13.8,FALSE,FALSE,Regular,Gen 7,TRUE
784,Kommo-o,Dragon,Fighting,600,75,110,125,100,105,85,1.6,78.2,30.5,FALSE,FALSE,Regular,Gen 7,TRUE
785,Tapu Koko,Electric,Fairy,570,70,115,85,95,75,130,1.8,20.5,6.3,TRUE,TRUE,Legendary,Gen 7,TRUE
786,Tapu Lele,Psychic,Fairy,570,70,85,75,130,115,95,1.2,18.6,12.9,TRUE,TRUE,Legendary,Gen 7,TRUE
787,Tapu Bulu,Grass,Fairy,570,70,130,115,85,95,75,1.9,45.5,12.6,TRUE,TRUE,Legendary,Gen 7,TRUE
788,Tapu Fini,Water,Fairy,570,70,75,115,95,130,85,1.3,21.2,12.5,TRUE,TRUE,Legendary,Gen 7,TRUE
791,Solgaleo,Psychic,Steel,680,137,137,107,113,89,97,3.4,230,19.9,TRUE,TRUE,Legendary,Gen 7,TRUE
792,Lunala,Psychic,Ghost,680,137,113,89,137,107,97,4,120,7.5,TRUE,TRUE,Legendary,Gen 7,TRUE
793,Nihilego,Rock,Poison,570,109,53,47,127,131,103,1.2,55.5,38.5,FALSE,TRUE,Ultra Beast,Gen 7,TRUE
794,Buzzwole,Bug,Fighting,570,107,139,139,53,53,79,2.4,333.6,57.9,FALSE,TRUE,Ultra Beast,Gen 7,TRUE
795,Pheromosa,Bug,Fighting,570,71,137,37,137,37,151,1.8,25,7.7,FALSE,TRUE,Ultra Beast,Gen 7,TRUE
796,Xurkitree,Electric,NA,570,83,89,71,173,71,83,3.8,100,6.9,FALSE,TRUE,Ultra Beast,Gen 7,FALSE
797,Celesteela,Steel,Flying,570,97,101,103,107,101,61,9.2,999.9,11.8,FALSE,TRUE,Ultra Beast,Gen 7,TRUE
798,Kartana,Grass,Steel,570,59,181,131,59,31,109,0.3,0.1,1.1,FALSE,TRUE,Ultra Beast,Gen 7,TRUE
799,Guzzlord,Dark,Dragon,570,223,101,53,97,53,43,5.5,888,29.4,FALSE,TRUE,Ultra Beast,Gen 7,TRUE
800,Ultra Necrozma,Psychic,Dragon,754,97,167,97,167,97,129,7.5,230,4.1,TRUE,TRUE,Legendary,Gen 7,TRUE
800,Dawn Wings Necrozma,Psychic,Ghost,680,97,113,109,157,127,77,4.2,350,19.8,TRUE,TRUE,Legendary,Gen 7,TRUE
800,Dusk Mane Necrozma,Psychic,Steel,680,97,157,127,113,109,77,3.8,460,31.9,TRUE,TRUE,Legendary,Gen 7,TRUE
800,Necrozma,Psychic,NA,600,97,107,101,127,89,79,2.4,230,39.9,TRUE,TRUE,Legendary,Gen 7,FALSE
801,Magearna,Steel,Fairy,600,80,95,115,130,115,65,1,80.5,80.5,FALSE,TRUE,Mythical,Gen 7,TRUE
802,Marshadow,Fighting,Ghost,600,90,125,80,90,90,125,0.7,22.2,45.3,FALSE,TRUE,Mythical,Gen 7,TRUE
804,Naganadel,Poison,Dragon,540,73,73,73,127,73,121,3.6,150,11.6,FALSE,TRUE,Ultra Beast,Gen 7,TRUE
805,Stakataka,Rock,Steel,570,61,131,211,53,101,13,5.5,820,27.1,FALSE,TRUE,Ultra Beast,Gen 7,TRUE
806,Blacephalon,Fire,Ghost,570,53,127,53,151,79,107,1.8,13,4,FALSE,TRUE,Ultra Beast,Gen 7,TRUE
807,Zeraora,Electric,NA,600,88,112,75,102,80,143,1.5,44.5,19.8,FALSE,TRUE,Mythical,Gen 7,FALSE
809,Melmetal,Steel,NA,600,135,143,143,80,65,34,2.5,800,128,FALSE,TRUE,Mythical,Gen 7,FALSE
812,Rillaboom,Grass,NA,530,100,125,90,60,70,85,2.1,90,20.4,FALSE,FALSE,Regular,Gen 8,FALSE
815,Cinderace,Fire,NA,530,80,116,75,65,75,119,1.4,33,16.8,FALSE,FALSE,Regular,Gen 8,FALSE
818,Inteleon,Water,NA,530,70,85,65,125,65,120,1.9,45.2,12.5,FALSE,FALSE,Regular,Gen 8,FALSE
820,Greedent,Normal,NA,460,120,95,95,55,75,20,0.6,6,16.7,FALSE,FALSE,Regular,Gen 8,FALSE
823,Corviknight,Flying,Steel,495,98,87,105,53,85,67,2.2,75,15.5,FALSE,FALSE,Regular,Gen 8,TRUE
826,Orbeetle,Bug,Psychic,505,60,45,110,80,120,90,0.4,40.8,255,FALSE,FALSE,Regular,Gen 8,TRUE
828,Thievul,Dark,NA,455,70,58,58,87,92,90,1.2,19.9,13.8,FALSE,FALSE,Regular,Gen 8,FALSE
830,Eldegoss,Grass,NA,460,60,50,90,80,120,60,0.5,2.5,10,FALSE,FALSE,Regular,Gen 8,FALSE
832,Dubwool,Normal,NA,490,72,80,100,60,90,88,1.3,43,25.4,FALSE,FALSE,Regular,Gen 8,FALSE
834,Drednaw,Water,Rock,485,90,115,90,48,68,74,1,115.5,115.5,FALSE,FALSE,Regular,Gen 8,TRUE
836,Boltund,Electric,NA,490,69,90,60,90,60,121,1,34,34,FALSE,FALSE,Regular,Gen 8,FALSE
839,Coalossal,Rock,Fire,510,110,80,120,80,90,30,2.8,310.5,39.6,FALSE,FALSE,Regular,Gen 8,TRUE
841,Flapple,Grass,Dragon,485,70,110,80,95,60,70,0.3,1,11.1,FALSE,FALSE,Regular,Gen 8,TRUE
842,Appletun,Grass,Dragon,485,110,85,80,100,80,30,0.4,13,81.3,FALSE,FALSE,Regular,Gen 8,TRUE
844,Sandaconda,Ground,NA,510,72,107,125,65,70,71,3.8,65.5,4.5,FALSE,FALSE,Regular,Gen 8,FALSE
845,Cramorant,Flying,Water,475,70,85,55,85,95,85,0.8,18,28.1,FALSE,FALSE,Regular,Gen 8,TRUE
847,Barraskewda,Water,NA,490,61,123,60,60,50,136,1.3,30,17.8,FALSE,FALSE,Regular,Gen 8,FALSE
849,Toxtricity Amped Form,Electric,Poison,502,75,98,70,114,70,75,1.6,40,15.6,FALSE,FALSE,Regular,Gen 8,TRUE
849,Toxtricity Low Key Form,Electric,Poison,502,75,98,70,114,70,75,1.6,40,15.6,FALSE,FALSE,Regular,Gen 8,TRUE
851,Centiskorch,Fire,Bug,525,100,115,65,90,90,65,3,120,13.3,FALSE,FALSE,Regular,Gen 8,TRUE
853,Grapploct,Fighting,NA,480,80,118,90,70,80,42,1.6,39,15.2,FALSE,FALSE,Regular,Gen 8,FALSE
855,Polteageist,Ghost,NA,508,60,65,65,134,114,70,0.2,0.4,10,FALSE,FALSE,Regular,Gen 8,FALSE
858,Hatterene,Psychic,Fairy,510,57,90,95,136,103,29,2.1,5.1,1.2,FALSE,FALSE,Regular,Gen 8,TRUE
861,Grimmsnarl,Dark,Fairy,510,95,120,65,95,75,60,1.5,61,27.1,FALSE,FALSE,Regular,Gen 8,TRUE
862,Obstagoon,Dark,Normal,520,93,90,101,60,81,95,1.6,46,18,FALSE,FALSE,Regular,Gen 8,TRUE
863,Perrserker,Steel,NA,440,70,110,100,50,60,50,0.8,28,43.8,FALSE,FALSE,Regular,Gen 8,FALSE
864,Cursola,Ghost,NA,510,60,95,50,145,130,30,1,0.4,0.4,FALSE,FALSE,Regular,Gen 8,FALSE
865,Sirfetch'd,Fighting,NA,507,62,135,95,68,82,65,0.8,117,182.8,FALSE,FALSE,Regular,Gen 8,FALSE
866,Mr. Rime,Ice,Psychic,520,80,85,75,110,100,70,1.5,58.2,25.9,FALSE,FALSE,Regular,Gen 8,TRUE
867,Runerigus,Ground,Ghost,483,58,95,145,50,105,30,1.6,66.6,26,FALSE,FALSE,Regular,Gen 8,TRUE
869,Alcremie,Fairy,NA,495,65,60,75,110,121,64,0.3,0.5,5.6,FALSE,FALSE,Regular,Gen 8,FALSE
870,Falinks,Fighting,NA,470,65,100,100,70,60,75,3,62,6.9,FALSE,FALSE,Regular,Gen 8,FALSE
871,Pincurchin,Electric,NA,435,48,101,95,91,85,15,0.3,1,11.1,FALSE,FALSE,Regular,Gen 8,FALSE
873,Frosmoth,Ice,Bug,475,70,65,60,125,90,65,1.3,42,24.9,FALSE,FALSE,Regular,Gen 8,TRUE
874,Stonjourner,Rock,NA,470,100,125,135,20,20,70,2.5,520,83.2,FALSE,FALSE,Regular,Gen 8,FALSE
875,Eiscue Ice Face,Ice,NA,470,75,80,110,65,90,50,1.4,89,45.4,FALSE,FALSE,Regular,Gen 8,FALSE
875,Eiscue Noice Face,Ice,NA,470,75,80,70,65,50,130,1.4,89,45.4,FALSE,FALSE,Regular,Gen 8,FALSE
876,Indeedee(male),Psychic,Normal,475,60,65,55,105,95,95,0.9,28,34.6,FALSE,FALSE,Regular,Gen 8,TRUE
876,Indeedee(female),Psychic,Normal,475,70,55,65,95,105,85,0.9,28,34.6,FALSE,FALSE,Regular,Gen 8,TRUE
877,Morpeko Full Belly Mode,Electric,Dark,436,58,95,58,70,58,97,0.3,3,33.3,FALSE,FALSE,Regular,Gen 8,TRUE
877,Morpeko Hangry Mode,Electric,Dark,436,58,95,58,70,58,97,0.3,3,33.3,FALSE,FALSE,Regular,Gen 8,TRUE
879,Copperajah,Steel,NA,500,122,130,69,80,69,30,3,650,72.2,FALSE,FALSE,Regular,Gen 8,FALSE
880,Dracozolt,Electric,Dragon,505,90,100,90,80,70,75,1.8,190,58.6,FALSE,FALSE,Regular,Gen 8,TRUE
881,Arctozolt,Electric,Ice,505,90,100,90,90,80,55,2.3,150,28.4,FALSE,FALSE,Regular,Gen 8,TRUE
882,Dracovish,Water,Dragon,505,90,90,100,70,80,75,2.3,215,40.6,FALSE,FALSE,Regular,Gen 8,TRUE
883,Arctovish,Water,Ice,505,90,90,100,80,90,55,2,175,43.8,FALSE,FALSE,Regular,Gen 8,TRUE
887,Dragapult,Dragon,Ghost,600,88,120,75,100,75,142,3,50,5.6,FALSE,FALSE,Regular,Gen 8,TRUE
888,Zacian Hero of Many Battles,Fairy,NA,660,92,120,115,80,115,138,2.8,110,14,TRUE,TRUE,Legendary,Gen 8,FALSE
888,Zacian Crowned Sword,Fairy,Steel,700,92,150,115,80,115,148,2.8,355,45.3,TRUE,TRUE,Legendary,Gen 8,TRUE
