name,type_1,type_2,role,offensive_rating,defensive_rating,tier
Galarian Corsola,Ghost,NA,Balanced,23.72206333002204,25.55019225863643,C
Mawile,Steel,Fairy,Balanced,23.702167890688337,27.669049430100515,C
Ledian,Bug,Flying,Offensive,23.34826828574124,19.77793637943755,F
Dustox,Bug,Poison,Balanced,22.35045722367774,22.430139281545635,F
Sableye,Dark,Ghost,Balanced,21.677575952959554,20.876097695651673,F
Spinda,Normal,NA,Offensive,21.260742981238142,17.49842619921264,F
Unown,Psychic,NA,Offensive,21.09169521058626,14.553098184375651,F
Pikachu,Electric,NA,Offensive,19.614027739640832,15.275314973037002,F
Shedinja,Bug,Ghost,Offensive,19.051459431607363,13.495127542737139,F
Luvdisc,Water,NA,Balanced,18.717700857805443,17.06097997544096,F
Delibird,Ice,Flying,Offensive,18.331216521238655,12.788158142094119,F
Eevee,Normal,NA,Balanced,17.117536922393704,14.959982877206118,F
Ditto,Normal,NA,Offensive,16.144693244254174,13.159667646614997,F
Smeargle,Normal,NA,Balanced,11.483289441049228,11.721966214519512,F
Wishiwashi Solo Form,Water,NA,Defensive,9.744684503570696,11.681972851500502,F
