dex,name,type_1,type_2,total,hp,attack,defense,sp_atk,sp_def,speed,height_m,weight_kgs,bmi,is_legendary,is_special,category,generation
372,Shelgon,Dragon,NA,420,65,95,100,60,50,50,1.1,110.5,91.3,FALSE,FALSE,Regular,Gen 3
373,Mega Salamence,Dragon,Flying,700,95,145,130,120,90,120,1.8,112.6,34.8,FALSE,FALSE,Regular,Gen 3
373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,1.5,102.6,45.6,FALSE,FALSE,Regular,Gen 3
374,Beldum,Steel,Psychic,300,40,55,80,35,60,30,0.6,95.2,264.4,FALSE,FALSE,Regular,Gen 3
375,Metang,Steel,Psychic,420,60,75,100,55,80,50,1.2,202.5,140.6,FALSE,FALSE,Regular,Gen 3
376,Mega Metagross,Steel,Psychic,700,80,145,150,105,110,110,2.5,942.9,150.9,FALSE,FALSE,Regular,Gen 3
376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,1.6,550,214.8,FALSE,FALSE,Regular,Gen 3
377,Regirock,Rock,NA,580,80,100,200,50,100,50,1.7,230,79.6,TRUE,TRUE,Legendary,Gen 3
378,Regice,Ice,NA,580,80,50,100,100,200,50,1.8,175,54,TRUE,TRUE,Legendary,Gen 3
379,Registeel,Steel,NA,580,80,75,150,75,150,50,1.9,205,56.8,TRUE,TRUE,Legendary,Gen 3
380,Mega Latias,Dragon,Psychic,700,80,100,120,140,150,110,1.8,52,16,TRUE,TRUE,Legendary,Gen 3
380,Latias,Dragon,Psychic,600,80,80,90,110,130,110,1.4,40,20.4,TRUE,TRUE,Legendary,Gen 3
381,Mega Latios,Dragon,Psychic,700,80,130,100,160,120,110,2.3,70,13.2,TRUE,TRUE,Legendary,Gen 3
381,Latios,Dragon,Psychic,600,80,90,80,130,110,110,2,60,15,TRUE,TRUE,Legendary,Gen 3
382,Primal Kyogre,Water,NA,770,100,150,90,180,160,90,9.8,430,4.5,TRUE,TRUE,Legendary,Gen 3
382,Kyogre,Water,NA,670,100,100,90,150,140,90,4.5,352,17.4,TRUE,TRUE,Legendary,Gen 3
383,Primal Groudon,Ground,Fire,770,100,180,160,150,90,90,5,999.7,40,TRUE,TRUE,Legendary,Gen 3
383,Groudon,Ground,NA,670,100,150,140,100,90,90,3.5,950,77.6,TRUE,TRUE,Legendary,Gen 3
384,Mega Rayquaza,Dragon,Flying,780,105,180,100,180,100,115,10.8,392,3.4,TRUE,TRUE,Legendary,Gen 3
384,Rayquaza,Dragon,Flying,680,105,150,90,150,90,95,7,206.5,4.2,TRUE,TRUE,Legendary,Gen 3
385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,0.3,1.1,12.2,FALSE,TRUE,Mythical,Gen 3
386,Deoxys Normal Forme,Psychic,NA,600,50,150,50,150,50,150,1.7,60.8,21,FALSE,TRUE,Mythical,Gen 3
386,Deoxys Attack Forme,Psychic,NA,600,50,180,20,180,20,150,1.7,60.8,21,FALSE,TRUE,Mythical,Gen 3
386,Deoxys Defense Forme,Psychic,NA,600,50,70,160,70,160,90,1.7,60.8,21,FALSE,TRUE,Mythical,Gen 3
386,Deoxys Speed Forme,Psychic,NA,600,50,95,90,95,90,180,1.7,60.8,21,FALSE,TRUE,Mythical,Gen 3
387,Turtwig,Grass,NA,318,55,68,64,45,55,31,0.4,10.2,63.8,FALSE,FALSE,Regular,Gen 4
388,Grotle,Grass,NA,405,75,89,85,55,65,36,1.1,97,80.2,FALSE,FALSE,Regular,Gen 4
389,Torterra,Grass,Ground,525,95,109,105,75,85,56,2.2,310,64,FALSE,FALSE,Regular,Gen 4
390,Chimchar,Fire,NA,309,44,58,44,58,44,61,0.5,6.2,24.8,FALSE,FALSE,Regular,Gen 4
391,Monferno,Fire,Fighting,405,64,78,52,78,52,81,0.9,22,27.2,FALSE,FALSE,Regular,Gen 4
392,Infernape,Fire,Fighting,534,76,104,71,104,71,108,1.2,55,38.2,FALSE,FALSE,Regular,Gen 4
393,Piplup,Water,NA,314,53,51,53,61,56,40,0.4,5.2,32.5,FALSE,FALSE,Regular,Gen 4
394,Prinplup,Water,NA,405,64,66,68,81,76,50,0.8,23,35.9,FALSE,FALSE,Regular,Gen 4
395,Empoleon,Water,Steel,530,84,86,88,111,101,60,1.7,84.5,29.2,FALSE,FALSE,Regular,Gen 4
396,Starly,Normal,Flying,245,40,55,30,30,30,60,0.3,2,22.2,FALSE,FALSE,Regular,Gen 4
397,Staravia,Normal,Flying,340,55,75,50,40,40,80,0.6,15.5,43.1,FALSE,FALSE,Regular,Gen 4
398,Staraptor,Normal,Flying,485,85,120,70,50,60,100,1.2,24.9,17.3,FALSE,FALSE,Regular,Gen 4
399,Bidoof,Normal,NA,250,59,45,40,35,40,31,0.5,20,80,FALSE,FALSE,Regular,Gen 4
400,Bibarel,Normal,Water,410,79,85,60,55,60,71,1,31.5,31.5,FALSE,FALSE,Regular,Gen 4
401,Kricketot,Bug,NA,194,37,25,41,25,41,25,0.3,2.2,24.4,FALSE,FALSE,Regular,Gen 4
402,Kricketune,Bug,NA,384,77,85,51,55,51,65,1,25.5,25.5,FALSE,FALSE,Regular,Gen 4
403,Shinx,Electric,NA,263,45,65,34,40,34,45,0.5,9.5,38,FALSE,FALSE,Regular,Gen 4
404,Luxio,Electric,NA,363,60,85,49,60,49,60,0.9,30.5,37.7,FALSE,FALSE,Regular,Gen 4
405,Luxray,Electric,NA,523,80,120,79,95,79,70,1.4,42,21.4,FALSE,FALSE,Regular,Gen 4
406,Budew,Grass,Poison,280,40,30,35,50,70,55,0.2,1.2,30,FALSE,FALSE,Regular,Gen 4
407,Roserade,Grass,Poison,515,60,70,65,125,105,90,0.9,14.5,17.9,FALSE,FALSE,Regular,Gen 4
408,Cranidos,Rock,NA,350,67,125,40,30,30,58,0.9,31.5,38.9,FALSE,FALSE,Regular,Gen 4
409,Rampardos,Rock,NA,495,97,165,60,65,50,58,1.6,102.5,40,FALSE,FALSE,Regular,Gen 4
410,Shieldon,Rock,Steel,350,30,42,118,42,88,30,0.5,57,228,FALSE,FALSE,Regular,Gen 4
411,Bastiodon,Rock,Steel,495,60,52,168,47,138,30,1.3,149.5,88.5,FALSE,FALSE,Regular,Gen 4
412,Burmy Plant Cloak,Bug,NA,224,40,29,45,29,45,36,0.2,3.4,85,FALSE,FALSE,Regular,Gen 4
412,Burmy Sandy Cloak,Bug,NA,224,40,29,45,29,45,36,0.2,3.4,85,FALSE,FALSE,Regular,Gen 4
412,Burmy Trash Cloak,Bug,NA,224,40,29,45,29,45,36,0.2,3.4,85,FALSE,FALSE,Regular,Gen 4
413,Wormadam Plant Cloak,Bug,Grass,424,60,59,85,79,105,36,0.5,6.5,26,FALSE,FALSE,Regular,Gen 4
413,Wormadam Sandy Cloak,Bug,Ground,424,60,79,105,59,85,36,0.5,6.5,26,FALSE,FALSE,Regular,Gen 4
413,Wormadam Trash Cloak,Bug,Steel,424,60,69,95,69,95,36,0.5,6.5,26,FALSE,FALSE,Regular,Gen 4
414,Mothim,Bug,Flying,424,70,94,50,94,50,66,0.9,23.3,28.8,FALSE,FALSE,Regular,Gen 4
415,Combee,Bug,Flying,244,30,30,42,30,42,70,0.3,5.5,61.1,FALSE,FALSE,Regular,Gen 4
416,Vespiquen,Bug,Flying,474,70,80,102,80,102,40,1.2,38.5,26.7,FALSE,FALSE,Regular,Gen 4
417,Pachirisu,Electric,NA,405,60,45,70,45,90,95,0.4,3.9,24.4,FALSE,FALSE,Regular,Gen 4
418,Buizel,Water,NA,330,55,65,35,60,30,85,0.7,29.5,60.2,FALSE,FALSE,Regular,Gen 4
419,Floatzel,Water,NA,495,85,105,55,85,50,115,1.1,33.5,27.7,FALSE,FALSE,Regular,Gen 4
420,Cherubi,Grass,NA,275,45,35,45,62,53,35,0.4,3.3,20.6,FALSE,FALSE,Regular,Gen 4
421,Cherrim,Grass,NA,450,70,60,70,87,78,85,0.5,9.3,37.2,FALSE,FALSE,Regular,Gen 4
422,Shellos,Water,NA,325,76,48,48,57,62,34,0.3,6.3,70,FALSE,FALSE,Regular,Gen 4
423,Gastrodon,Water,Ground,475,111,83,68,92,82,39,0.9,29.9,36.9,FALSE,FALSE,Regular,Gen 4
424,Ambipom,Normal,NA,482,75,100,66,60,66,115,1.2,20.3,14.1,FALSE,FALSE,Regular,Gen 4
425,Drifloon,Ghost,Flying,348,90,50,34,60,44,70,0.4,1.2,7.5,FALSE,FALSE,Regular,Gen 4
426,Drifblim,Ghost,Flying,498,150,80,44,90,54,80,1.2,15,10.4,FALSE,FALSE,Regular,Gen 4
427,Buneary,Normal,NA,350,55,66,44,44,56,85,0.4,5.5,34.4,FALSE,FALSE,Regular,Gen 4
428,Mega Lopunny,Normal,Fighting,580,65,136,94,54,96,135,1.3,28.3,16.7,FALSE,FALSE,Regular,Gen 4
428,Lopunny,Normal,NA,480,65,76,84,54,96,105,1.2,33.3,23.1,FALSE,FALSE,Regular,Gen 4
429,Mismagius,Ghost,NA,495,60,60,60,105,105,105,0.9,4.4,5.4,FALSE,FALSE,Regular,Gen 4
430,Honchkrow,Dark,Flying,505,100,125,52,105,52,71,0.9,27.3,33.7,FALSE,FALSE,Regular,Gen 4
431,Glameow,Normal,NA,310,49,55,42,42,37,85,0.5,3.9,15.6,FALSE,FALSE,Regular,Gen 4
432,Purugly,Normal,NA,452,71,82,64,64,59,112,1,43.8,43.8,FALSE,FALSE,Regular,Gen 4
433,Chingling,Psychic,NA,285,45,30,50,65,50,45,0.2,0.6,15,FALSE,FALSE,Regular,Gen 4
434,Stunky,Poison,Dark,329,63,63,47,41,41,74,0.4,19.2,120,FALSE,FALSE,Regular,Gen 4
435,Skuntank,Poison,Dark,479,103,93,67,71,61,84,1,38,38,FALSE,FALSE,Regular,Gen 4
436,Bronzor,Steel,Psychic,300,57,24,86,24,86,23,0.5,60.5,242,FALSE,FALSE,Regular,Gen 4
437,Bronzong,Steel,Psychic,500,67,89,116,79,116,33,1.3,187,110.7,FALSE,FALSE,Regular,Gen 4
438,Bonsly,Rock,NA,290,50,80,95,10,45,10,0.5,15,60,FALSE,FALSE,Regular,Gen 4
439,Mime Jr.,Psychic,Fairy,310,20,25,45,70,90,60,0.6,13,36.1,FALSE,FALSE,Regular,Gen 4
440,Happiny,Normal,NA,220,100,5,5,15,65,30,0.6,24.4,67.8,FALSE,FALSE,Regular,Gen 4
441,Chatot,Normal,Flying,411,76,65,45,92,42,91,0.5,1.9,7.6,FALSE,FALSE,Regular,Gen 4
442,Spiritomb,Ghost,Dark,485,50,92,108,92,108,35,1,108,108,FALSE,FALSE,Regular,Gen 4
443,Gible,Dragon,Ground,300,58,70,45,40,45,42,0.7,20.5,41.8,FALSE,FALSE,Regular,Gen 4
444,Gabite,Dragon,Ground,410,68,90,65,50,55,82,1.4,56,28.6,FALSE,FALSE,Regular,Gen 4
445,Garchomp,Dragon,Ground,600,108,130,95,80,85,102,1.9,95,26.3,FALSE,FALSE,Regular,Gen 4
445,Mega Garchomp,Dragon,Ground,700,108,170,115,120,95,92,1.9,95,26.3,FALSE,FALSE,Regular,Gen 4
446,Munchlax,Normal,NA,390,135,85,40,40,85,5,0.6,105,291.7,FALSE,FALSE,Regular,Gen 4
447,Riolu,Fighting,NA,285,40,70,40,35,40,60,0.7,20.2,41.2,FALSE,FALSE,Regular,Gen 4
448,Mega Lucario,Fighting,Steel,625,70,145,88,140,70,112,1.3,57.5,34,FALSE,FALSE,Regular,Gen 4
448,Lucario,Fighting,Steel,525,70,110,70,115,70,90,1.2,54,37.5,FALSE,FALSE,Regular,Gen 4
449,Hippopotas,Ground,NA,330,68,72,78,38,42,32,0.8,49.5,77.3,FALSE,FALSE,Regular,Gen 4
450,Hippowdon,Ground,NA,525,108,112,118,68,72,47,2,300,75,FALSE,FALSE,Regular,Gen 4
451,Skorupi,Poison,Bug,330,40,50,90,30,55,65,0.8,12,18.8,FALSE,FALSE,Regular,Gen 4
452,Drapion,Poison,Dark,500,70,90,110,60,75,95,1.3,61.5,36.4,FALSE,FALSE,Regular,Gen 4
453,Croagunk,Poison,Fighting,300,48,61,40,61,40,50,0.7,23,46.9,FALSE,FALSE,Regular,Gen 4
454,Toxicroak,Poison,Fighting,490,83,106,65,86,65,85,1.3,44.4,26.3,FALSE,FALSE,Regular,Gen 4
455,Carnivine,Grass,NA,454,74,100,72,90,72,46,1.4,27,13.8,FALSE,FALSE,Regular,Gen 4
456,Finneon,Water,NA,330,49,49,56,49,61,66,0.4,7,43.8,FALSE,FALSE,Regular,Gen 4
457,Lumineon,Water,NA,460,69,69,76,69,86,91,1.2,24,16.7,FALSE,FALSE,Regular,Gen 4
458,Mantyke,Water,Flying,345,45,20,50,60,120,50,1,65,65,FALSE,FALSE,Regular,Gen 4
459,Snover,Grass,Ice,334,60,62,50,62,60,40,1,50.5,50.5,FALSE,FALSE,Regular,Gen 4
460,Mega Abomasnow,Grass,Ice,594,90,132,105,132,105,30,2.7,185,25.4,FALSE,FALSE,Regular,Gen 4
460,Abomasnow,Grass,Ice,494,90,92,75,92,85,60,2.2,135.5,28,FALSE,FALSE,Regular,Gen 4
461,Weavile,Dark,Ice,510,70,120,65,45,85,125,1.1,34,28.1,FALSE,FALSE,Regular,Gen 4
462,Magnezone,Electric,Steel,535,70,70,115,130,90,60,1.2,180,125,FALSE,FALSE,Regular,Gen 4
463,Lickilicky,Normal,NA,515,110,85,95,80,95,50,1.7,140,48.4,FALSE,FALSE,Regular,Gen 4
464,Rhyperior,Ground,Rock,535,115,140,130,55,55,40,2.4,282.8,49.1,FALSE,FALSE,Regular,Gen 4
465,Tangrowth,Grass,NA,535,100,100,125,110,50,50,2,128.6,32.2,FALSE,FALSE,Regular,Gen 4
466,Electivire,Electric,NA,540,75,123,67,95,85,95,1.8,138.6,42.8,FALSE,FALSE,Regular,Gen 4
467,Magmortar,Fire,NA,540,75,95,67,125,95,83,1.6,68,26.6,FALSE,FALSE,Regular,Gen 4
468,Togekiss,Fairy,Flying,545,85,50,95,120,115,80,1.5,38,16.9,FALSE,FALSE,Regular,Gen 4
469,Yanmega,Bug,Flying,515,86,76,86,116,56,95,1.9,51.5,14.3,FALSE,FALSE,Regular,Gen 4
470,Leafeon,Grass,NA,525,65,110,130,60,65,95,1,25.5,25.5,FALSE,FALSE,Regular,Gen 4
471,Glaceon,Ice,NA,525,65,60,110,130,95,65,0.8,25.9,40.5,FALSE,FALSE,Regular,Gen 4
472,Gliscor,Ground,Flying,510,75,95,125,45,75,95,2,42.5,10.6,FALSE,FALSE,Regular,Gen 4
473,Mamoswine,Ice,Ground,530,110,130,80,70,60,80,2.5,291,46.6,FALSE,FALSE,Regular,Gen 4
474,Porygon-Z,Normal,NA,535,85,80,70,135,75,90,0.9,34,42,FALSE,FALSE,Regular,Gen 4
475,Gallade,Psychic,Fighting,518,68,125,65,65,115,80,1.6,52,20.3,FALSE,FALSE,Regular,Gen 4
475,Mega Gallade,Psychic,Fighting,618,68,165,95,65,115,110,1.6,56.4,22,FALSE,FALSE,Regular,Gen 4
476,Probopass,Rock,Steel,525,60,55,145,75,150,40,1.4,340,173.5,FALSE,FALSE,Regular,Gen 4
477,Dusknoir,Ghost,NA,525,45,100,135,65,135,45,2.2,106.6,22,FALSE,FALSE,Regular,Gen 4
478,Froslass,Ice,Ghost,480,70,80,70,80,70,110,1.3,26.6,15.7,FALSE,FALSE,Regular,Gen 4
479,Rotom,Electric,Ghost,440,50,50,77,95,77,91,0.3,0.3,3.3,FALSE,FALSE,Regular,Gen 4
479,Heat Rotom,Electric,Fire,520,50,65,107,105,107,86,0.3,0.3,3.3,FALSE,FALSE,Regular,Gen 4
479,Wash Rotom,Electric,Water,520,50,65,107,105,107,86,0.3,0.3,3.3,FALSE,FALSE,Regular,Gen 4
479,Frost Rotom,Electric,Ice,520,50,65,107,105,107,86,0.3,0.3,3.3,FALSE,FALSE,Regular,Gen 4
479,Fan Rotom,Electric,Flying,520,50,65,107,105,107,86,0.3,0.3,3.3,FALSE,FALSE,Regular,Gen 4
479,Mow Rotom,Electric,Grass,520,50,65,107,105,107,86,0.3,0.3,3.3,FALSE,FALSE,Regular,Gen 4
480,Uxie,Psychic,NA,580,75,75,130,75,130,95,0.3,0.3,3.3,TRUE,TRUE,Legendary,Gen 4
481,Mesprit,Psychic,NA,580,80,105,105,105,105,80,0.3,0.3,3.3,TRUE,TRUE,Legendary,Gen 4
482,Azelf,Psychic,NA,580,75,125,70,125,70,115,0.3,0.3,3.3,TRUE,TRUE,Legendary,Gen 4
483,Dialga Origin Forme,Steel,Dragon,680,100,100,120,150,120,90,7,850,17.3,TRUE,TRUE,Legendary,Gen 4
483,Dialga,Steel,Dragon,680,100,120,120,150,100,90,5.4,683,23.4,TRUE,TRUE,Legendary,Gen 4
484,Palkia Origin Forme,Water,Dragon,680,90,100,100,150,120,120,6.3,660,16.6,TRUE,TRUE,Legendary,Gen 4
484,Palkia,Water,Dragon,680,90,120,100,150,120,100,4.2,336,19,TRUE,TRUE,Legendary,Gen 4
485,Heatran,Fire,Steel,600,91,90,106,130,106,77,1.7,430,148.8,TRUE,TRUE,Legendary,Gen 4
486,Regigigas,Normal,NA,670,110,160,110,80,110,100,3.7,420,30.7,TRUE,TRUE,Legendary,Gen 4
487,Giratina Origin Forme,Ghost,Dragon,680,150,120,100,120,100,90,6.9,650,13.7,TRUE,TRUE,Legendary,Gen 4
487,Giratina Altered Forme,Ghost,Dragon,680,150,100,120,100,120,90,4.5,750,37,TRUE,TRUE,Legendary,Gen 4
488,Cresselia,Psychic,NA,580,120,70,110,75,120,85,1.5,85.6,38,TRUE,TRUE,Legendary,Gen 4
489,Phione,Water,NA,480,80,80,80,80,80,80,0.4,3.1,19.4,FALSE,TRUE,Mythical,Gen 4
490,Manaphy,Water,NA,600,100,100,100,100,100,100,0.3,1.4,15.6,FALSE,TRUE,Mythical,Gen 4
491,Darkrai,Dark,NA,600,70,90,90,135,90,125,1.5,50.5,22.4,FALSE,TRUE,Mythical,Gen 4
492,Shaymin Sky Forme,Grass,Flying,600,100,103,75,120,75,127,0.4,5.2,32.5,FALSE,TRUE,Mythical,Gen 4
492,Shaymin Land Forme,Grass,NA,600,100,100,100,100,100,100,0.2,2.1,52.5,FALSE,TRUE,Mythical,Gen 4
493,Arceus,Normal,NA,720,120,120,120,120,120,120,3.2,320,31.3,FALSE,TRUE,Mythical,Gen 4
494,Victini,Psychic,Fire,600,100,100,100,100,100,100,0.4,4,25,FALSE,TRUE,Mythical,Gen 5
495,Snivy,Grass,NA,308,45,45,55,45,55,63,0.6,8.1,22.5,FALSE,FALSE,Regular,Gen 5
496,Servine,Grass,NA,413,60,60,75,60,75,83,0.8,16,25,FALSE,FALSE,Regular,Gen 5
497,Serperior,Grass,NA,528,75,75,95,75,95,113,3.3,63,5.8,FALSE,FALSE,Regular,Gen 5
498,Tepig,Fire,NA,308,65,63,45,45,45,45,0.5,9.9,39.6,FALSE,FALSE,Regular,Gen 5
499,Pignite,Fire,Fighting,418,90,93,55,70,55,55,1,55.5,55.5,FALSE,FALSE,Regular,Gen 5
500,Emboar,Fire,Fighting,528,110,123,65,100,65,65,1.6,150,58.6,FALSE,FALSE,Regular,Gen 5
501,Oshawott,Water,NA,308,55,55,45,63,45,45,0.5,5.9,23.6,FALSE,FALSE,Regular,Gen 5
502,Dewott,Water,NA,413,75,75,60,83,60,60,0.8,24.5,38.3,FALSE,FALSE,Regular,Gen 5
503,Hisuian Samurott,Water,Dark,528,90,108,80,100,65,85,1.5,58.2,25.9,FALSE,FALSE,Regular,Gen 5
503,Samurott,Water,NA,528,95,100,85,108,70,70,1.5,94.6,42,FALSE,FALSE,Regular,Gen 5
504,Patrat,Normal,NA,255,45,55,39,35,39,42,0.5,11.6,46.4,FALSE,FALSE,Regular,Gen 5
505,Watchog,Normal,NA,420,60,85,69,60,69,77,1.1,27,22.3,FALSE,FALSE,Regular,Gen 5
506,Lillipup,Normal,NA,275,45,60,45,25,45,55,0.4,4.1,25.6,FALSE,FALSE,Regular,Gen 5
507,Herdier,Normal,NA,370,65,80,65,35,65,60,0.9,14.7,18.1,FALSE,FALSE,Regular,Gen 5
508,Stoutland,Normal,NA,500,85,110,90,45,90,80,1.2,61,42.4,FALSE,FALSE,Regular,Gen 5
509,Purrloin,Dark,NA,281,41,50,37,50,37,66,0.4,10.1,63.1,FALSE,FALSE,Regular,Gen 5
510,Liepard,Dark,NA,446,64,88,50,88,50,106,1.1,37.5,31,FALSE,FALSE,Regular,Gen 5
511,Pansage,Grass,NA,316,50,53,48,53,48,64,0.6,10.5,29.2,FALSE,FALSE,Regular,Gen 5
512,Simisage,Grass,NA,498,75,98,63,98,63,101,1.1,30.5,25.2,FALSE,FALSE,Regular,Gen 5
513,Pansear,Fire,NA,316,50,53,48,53,48,64,0.6,11,30.6,FALSE,FALSE,Regular,Gen 5
514,Simisear,Fire,NA,498,75,98,63,98,63,101,1,28,28,FALSE,FALSE,Regular,Gen 5
515,Panpour,Water,NA,316,50,53,48,53,48,64,0.6,13.5,37.5,FALSE,FALSE,Regular,Gen 5
516,Simipour,Water,NA,498,75,98,63,98,63,101,1,29,29,FALSE,FALSE,Regular,Gen 5
517,Munna,Psychic,NA,292,76,25,45,67,55,24,0.6,23.3,64.7,FALSE,FALSE,Regular,Gen 5
518,Musharna,Psychic,NA,487,116,55,85,107,95,29,1.1,60.5,50,FALSE,FALSE,Regular,Gen 5
519,Pidove,Normal,Flying,264,50,55,50,36,30,43,0.3,2.1,23.3,FALSE,FALSE,Regular,Gen 5
520,Tranquill,Normal,Flying,358,62,77,62,50,42,65,0.6,15,41.7,FALSE,FALSE,Regular,Gen 5
521,Unfezant,Normal,Flying,488,80,115,80,65,55,93,1.2,29,20.1,FALSE,FALSE,Regular,Gen 5
522,Blitzle,Electric,NA,295,45,60,32,50,32,76,0.8,29.8,46.6,FALSE,FALSE,Regular,Gen 5
523,Zebstrika,Electric,NA,497,75,100,63,80,63,116,1.6,79.5,31.1,FALSE,FALSE,Regular,Gen 5
524,Roggenrola,Rock,NA,280,55,75,85,25,25,15,0.4,18,112.5,FALSE,FALSE,Regular,Gen 5
525,Boldore,Rock,NA,390,70,105,105,50,40,20,0.9,102,125.9,FALSE,FALSE,Regular,Gen 5
526,Gigalith,Rock,NA,515,85,135,130,60,80,25,1.7,260,90,FALSE,FALSE,Regular,Gen 5
527,Woobat,Psychic,Flying,323,65,45,43,55,43,72,0.4,2.1,13.1,FALSE,FALSE,Regular,Gen 5
528,Swoobat,Psychic,Flying,425,67,57,55,77,55,114,0.9,10.5,13,FALSE,FALSE,Regular,Gen 5
529,Drilbur,Ground,NA,328,60,85,40,30,45,68,0.3,8.5,94.4,FALSE,FALSE,Regular,Gen 5
530,Excadrill,Ground,Steel,508,110,135,60,50,65,88,0.7,40.4,82.4,FALSE,FALSE,Regular,Gen 5
531,Mega Audino,Normal,Fairy,545,103,60,126,80,126,50,1.5,32,14.2,FALSE,FALSE,Regular,Gen 5
531,Audino,Normal,NA,445,103,60,86,60,86,50,1.1,31,25.6,FALSE,FALSE,Regular,Gen 5
532,Timburr,Fighting,NA,305,75,80,55,25,35,35,0.6,12.5,34.7,FALSE,FALSE,Regular,Gen 5
533,Gurdurr,Fighting,NA,405,85,105,85,40,50,40,1.2,40,27.8,FALSE,FALSE,Regular,Gen 5
534,Conkeldurr,Fighting,NA,505,105,140,95,55,65,45,1.4,87,44.4,FALSE,FALSE,Regular,Gen 5
535,Tympole,Water,NA,294,50,50,40,50,40,64,0.5,4.5,18,FALSE,FALSE,Regular,Gen 5
536,Palpitoad,Water,Ground,384,75,65,55,65,55,69,0.8,17,26.6,FALSE,FALSE,Regular,Gen 5
537,Seismitoad,Water,Ground,509,105,95,75,85,75,74,1.5,62,27.6,FALSE,FALSE,Regular,Gen 5
538,Throh,Fighting,NA,465,120,100,85,30,85,45,1.3,55.5,32.8,FALSE,FALSE,Regular,Gen 5
539,Sawk,Fighting,NA,465,75,125,75,30,75,85,1.4,51,26,FALSE,FALSE,Regular,Gen 5
540,Sewaddle,Bug,Grass,310,45,53,70,40,60,42,0.3,2.5,27.8,FALSE,FALSE,Regular,Gen 5
541,Swadloon,Bug,Grass,380,55,63,90,50,80,42,0.5,7.3,29.2,FALSE,FALSE,Regular,Gen 5
542,Leavanny,Bug,Grass,500,75,103,80,70,80,92,1.2,20.5,14.2,FALSE,FALSE,Regular,Gen 5
543,Venipede,Bug,Poison,260,30,45,59,30,39,57,0.4,5.3,33.1,FALSE,FALSE,Regular,Gen 5
544,Whirlipede,Bug,Poison,360,40,55,99,40,79,47,1.2,58.5,40.6,FALSE,FALSE,Regular,Gen 5
545,Scolipede,Bug,Poison,485,60,100,89,55,69,112,2.5,200.5,32.1,FALSE,FALSE,Regular,Gen 5
546,Cottonee,Grass,Fairy,280,40,27,60,37,50,66,0.3,0.6,6.7,FALSE,FALSE,Regular,Gen 5
547,Whimsicott,Grass,Fairy,480,60,67,85,77,75,116,0.7,6.6,13.5,FALSE,FALSE,Regular,Gen 5
548,Petilil,Grass,NA,280,45,35,50,70,50,30,0.5,6.6,26.4,FALSE,FALSE,Regular,Gen 5
549,Hisuian Lilligant,Grass,Fighting,480,70,105,75,50,75,105,1.2,19.2,13.3,FALSE,FALSE,Regular,Gen 5
549,Lilligant,Grass,NA,480,70,60,75,110,75,90,1.1,16.3,13.5,FALSE,FALSE,Regular,Gen 5
550,Basculin Red-Striped Form,Water,NA,460,70,92,65,80,55,98,1,18,18,FALSE,FALSE,Regular,Gen 5
550,Basculin Blue-Striped Form,Water,NA,460,70,92,65,80,55,98,1,18,18,FALSE,FALSE,Regular,Gen 5
550,Basculin White-Striped Form,Water,NA,460,70,92,65,80,55,98,1,18,18,FALSE,FALSE,Regular,Gen 5
551,Sandile,Ground,Dark,292,50,72,35,35,35,65,0.7,15.2,31,FALSE,FALSE,Regular,Gen 5
552,Krokorok,Ground,Dark,351,60,82,45,45,45,74,1,33.4,33.4,FALSE,FALSE,Regular,Gen 5
553,Krookodile,Ground,Dark,519,95,117,80,65,70,92,1.5,96.3,42.8,FALSE,FALSE,Regular,Gen 5
554,Galarian Darumaka,Ice,NA,315,70,90,45,15,45,50,0.7,40,81.6,FALSE,FALSE,Regular,Gen 5
554,Darumaka,Fire,NA,315,70,90,45,15,45,50,0.6,37.5,104.2,FALSE,FALSE,Regular,Gen 5
555,Galarian Darmanitan Standard Mode,Ice,NA,480,105,140,55,30,55,95,1.7,120,41.5,FALSE,FALSE,Regular,Gen 5
555,Galarian Darmanitan Zen Mode,Ice,Fire,540,105,160,55,30,55,135,1.7,120,41.5,FALSE,FALSE,Regular,Gen 5
555,Darmanitan Standard Mode,Fire,NA,480,105,140,55,30,55,95,1.3,92.9,55,FALSE,FALSE,Regular,Gen 5
555,Darmanitan Zen Mode,Fire,Psychic,540,105,30,105,140,105,55,1.3,92.9,55,FALSE,FALSE,Regular,Gen 5
556,Maractus,Grass,NA,461,75,86,67,106,67,60,1,28,28,FALSE,FALSE,Regular,Gen 5
557,Dwebble,Bug,Rock,325,50,65,85,35,35,55,0.3,14.5,161.1,FALSE,FALSE,Regular,Gen 5
558,Crustle,Bug,Rock,485,70,105,125,65,75,45,1.4,200,102,FALSE,FALSE,Regular,Gen 5
559,Scraggy,Dark,Fighting,348,50,75,70,35,70,48,0.6,11.8,32.8,FALSE,FALSE,Regular,Gen 5
560,Scrafty,Dark,Fighting,488,65,90,115,45,115,58,1.1,30,24.8,FALSE,FALSE,Regular,Gen 5
561,Sigilyph,Psychic,Flying,490,72,58,80,103,80,97,1.4,14,7.1,FALSE,FALSE,Regular,Gen 5
562,Yamask,Ghost,NA,303,38,30,85,55,65,30,0.5,1.5,6,FALSE,FALSE,Regular,Gen 5
